enforcement_id,country_code,company_name,sector,violation_group,violation_type,enforcement_date,fine_amount_usd,enforcing_agency,summary,source_url,country_name,source_file,fine_amount_original,currency,case_name
US_FTC_MERGER_2010074,US,"FTC Requires Divestitures as Condition of Tri Star Energy, LLC’s Acquisition of Certain Assets of Hollingsworth Oil Company, Inc., C & H Properties, and Ronald L. Hollingsworth",unknown,competition,"monopoly, deceptive practices, unfair practices",2020-06-24,9600000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2020/06/ftc-requires-divestitures-condition-tri-star-energy-llcs,us,1_us_cases.csv,,,
US_FTC_MERGER_1910169,US,FTC Imposes Conditions on AbbVie Inc.’s Acquisition of Allergan plc,healthcare,consumer,"deceptive practices, unfair practices",2020-05-05,63000000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2020/05/ftc-imposes-conditions-abbvie-incs-acquisition-allergan-plc,us,1_us_cases.csv,,,
US_FTC_MERGER_1910177,US,"FTC Imposes Conditions on Össur Hf’s Acquisition of College Park Industries, Inc.",healthcare,consumer,"deceptive practices, unfair practices",2020-04-07,9600000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2020/04/ftc-imposes-conditions-ossur-hfs-acquisition-college-park,us,1_us_cases.csv,,,
US_FTC_MERGER_1910075,US,FTC Sues to Unwind Altria’s $12.8 Billion Investment in Competitor JUUL,retail,competition,"restraint of trade, deceptive practices, unfair practices",2020-04-01,12800000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2020/04/ftc-sues-unwind-altrias-128-billion-investment-competitor-juul,us,1_us_cases.csv,,,
US_FTC_MERGER_1910082,US,FTC Imposes Conditions on Danaher Corporation’s Acquisition of GE Biopharma,manufacturing,consumer,"deceptive practices, unfair practices",2020-03-19,21400000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2020/03/ftc-imposes-conditions-danaher-corporations-acquisition-ge,us,1_us_cases.csv,,,
US_FTC_MERGER_1810128,US,FTC and Commonwealth of Pennsylvania Challenge Proposed Merger of Two Major Philadelphia-area Hospital Systems,healthcare,consumer,"deceptive practices, unfair practices",2020-02-27,9600000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2020/02/ftc-commonwealth-pennsylvania-challenge-proposed-merger-two-major,us,1_us_cases.csv,,,
US_FTC_MERGER_1910154,US,FTC Files Suit to Block Joint Venture between Coal Mining Companies Peabody Energy Corporation and Arch Coal,energy,consumer,"deceptive practices, unfair practices",2020-02-26,9600000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2020/02/ftc-files-suit-block-joint-venture-between-coal-mining-companies,us,1_us_cases.csv,,,
US_FTC_MERGER_1910087,US,"FTC Requires Polyurethane Foam Producers FXI Holdings, Inc. and Innocor, Inc.  To Divest Assets in Three Regional Markets",manufacturing,consumer,"deceptive practices, unfair practices",2020-02-21,9600000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2020/02/ftc-requires-polyurethane-foam-producers-fxi-holdings-inc-innocor,us,1_us_cases.csv,,,
US_FTC_MERGER_1910160,US,FTC Requires Veterinary Service Providers Compassion First and National Veterinary Associates to Divest Assets in Three Local Markets,healthcare,competition,"monopoly, deceptive practices, unfair practices",2020-02-14,5000000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2020/02/ftc-requires-veterinary-service-providers-compassion-first,us,1_us_cases.csv,,,
US_FTC_MERGER_1910147,US,"Statement of Daniel Francis, Deputy Director of FTC Bureau of Competition, Regarding Announcement that Edgewell Personal Care Company has Abandoned Its Proposed Acquisition of Harry’s, Inc.",manufacturing,consumer,"deceptive practices, unfair practices",2020-02-10,1370000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2020/02/statement-daniel-francis-deputy-director-ftc-bureau-competition,us,1_us_cases.csv,,,
US_FTC_MERGER_1810162,US,FTC Challenges Consummated Merger of Companies that Market Body-Worn Camera Systems to Large Metropolitan Police Departments,manufacturing,consumer,"deceptive practices, unfair practices",2020-05-19,9600000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2020/01/ftc-challenges-consummated-merger-companies-market-body-worn,us,1_us_cases.csv,,,
US_FTC_MERGER_1910128,US,"FTC Alleges Post Holdings, Inc.’s Proposed Acquisition of TreeHouse Foods, Inc.’s  Private Label Ready-to-Eat Cereal Business Will Harm Competition",manufacturing,consumer,"deceptive practices, unfair practices",2020-05-27,9600000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2019/12/ftc-alleges-post-holdings-incs-proposed-acquisition-treehouse,us,1_us_cases.csv,,,
US_FTC_MERGER_1910035,US,"Illumina Inc./Pacific Biosciences of California, Inc.",healthcare,competition,"monopoly, deceptive practices, unfair practices",2019-12-17,1200000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/enforcement/cases-proceedings/1910035/matter-illumina-incpacific-biosciences-california-inc,us,1_us_cases.csv,,,
US_FTC_MERGER_1910061,US,FTC Requires Bristol-Myers Squibb Company and Celgene Corporation to Divest Psoriasis Drug Otezla as a Condition of Acquisition,healthcare,competition,"monopoly, deceptive practices, unfair practices",2019-11-15,13400000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2019/11/ftc-requires-bristol-myers-squibb-company-celgene-corporation,us,1_us_cases.csv,,,
US_FTC_MERGER_1910068,US,"FTC Puts Conditions on NEXUS Gas Transmission, LLC’s Acquisition of Generation Pipeline LLC",energy,consumer,"deceptive practices, unfair practices",2019-09-13,9600000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2019/09/ftc-puts-conditions-nexus-gas-transmission-llcs-acquisition,us,1_us_cases.csv,,,
US_FTC_MERGER_1810215,US,"FTC Requires Divestitures and Imposes Conditions on US Foods Holding Corp.’s Acquisition of Services Group of America, Inc.",retail,consumer,"deceptive practices, unfair practices",2019-09-11,1800000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2019/09/ftc-requires-divestitures-imposes-conditions-us-foods-holding,us,1_us_cases.csv,,,
US_FTC_MERGER_1810127,US,"FTC Challenges Proposed $1.2 Billion Merger of Title Insurance Providers Fidelity National Financial, Inc. and Stewart Information Services Corporation",healthcare,consumer,"deceptive practices, unfair practices",2019-09-06,1200000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2019/09/ftc-challenges-proposed-12-billion-merger-title-insurance,us,1_us_cases.csv,,,
US_FTC_MERGER_1910039,US,FTC Requires Divestitures and Imposes Conditions on Boston Scientific Corp.’s Acquisition of BTG plc,healthcare,consumer,"deceptive practices, unfair practices",2019-08-07,4200000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2019/08/ftc-requires-divestitures-imposes-conditions-boston-scientific,us,1_us_cases.csv,,,
US_FTC_MERGER_1910029,US,FTC Challenges Proposed Merger of Two Hydrogen Peroxide Producers,manufacturing,consumer,"price fixing, deceptive practices, unfair practices",2019-08-02,625000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2019/08/ftc-challenges-proposed-merger-two-hydrogen-peroxide-producers,us,1_us_cases.csv,,,
US_FTC_MERGER_1710125,US,FTC Imposes Conditions on Quaker Chemical Corp.’s Acquisition of Houghton International Inc.,manufacturing,consumer,"deceptive practices, unfair practices",2019-07-23,1400000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2019/07/ftc-imposes-conditions-quaker-chemical-corps-acquisition-houghton,us,1_us_cases.csv,,,
US_FTC_MERGER_1810057,US,FTC Imposes Conditions on UnitedHealth Group’s Proposed Acquisition of DaVita Medical Group,healthcare,competition,"monopoly, deceptive practices, unfair practices",2019-06-19,4300000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2019/06/ftc-imposes-conditions-unitedhealth-groups-proposed-acquisition,us,1_us_cases.csv,,,
US_FTC_MERGER_1710227,US,"FTC Requires Fresenius Medical Care AG & KGaA and NxStage Medical, Inc. to Divest Bloodline Tubing Assets to B. Braun Medical, Inc. as a Condition of Merger",healthcare,consumer,"deceptive practices, unfair practices",2019-03-21,2000000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2019/02/ftc-requires-fresenius-medical-care-ag-kgaa-nxstage-medical-inc,us,1_us_cases.csv,,,
US_FTC_MERGER_1810180,US,FTC Imposes Conditions on Staples’ Acquisition of Office Supply Wholesaler Essendant Inc.,retail,consumer,"deceptive practices, unfair practices",2019-01-28,482700000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2019/01/ftc-imposes-conditions-staples-acquisition-office-supply,us,1_us_cases.csv,,,
US_FTC_MERGER_1810030,US,FTC Imposes Conditions in Joint Venture among Three Producers of PET Resin,manufacturing,consumer,"deceptive practices, unfair practices",2018-12-21,1100000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2018/12/ftc-imposes-conditions-joint-venture-among-three-producers-pet,us,1_us_cases.csv,,,
US_FTC_MERGER_1810152,US,FTC Requires Divestitures as Condition of Marathon Petroleum Corporation’s Acquisition of Express Mart,energy,competition,"monopoly, deceptive practices, unfair practices",2018-10-25,0.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2018/10/ftc-requires-divestitures-condition-marathon-petroleum,us,1_us_cases.csv,,,
US_FTC_MERGER_1710068,US,"FTC Requires International Industrial Gas Suppliers Praxair, Inc. and Linde AG to Divest Assets in Nine Industrial Gas Markets as a Condition of Merger",manufacturing,consumer,"collusion, deceptive practices, unfair practices",2018-10-22,80000000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2018/10/ftc-requires-international-industrial-gas-suppliers-praxair-inc,us,1_us_cases.csv,,,
US_FTC_MERGER_1810011,US,"FTC Requires Casino Operators Penn National Gaming, Inc. and Pinnacle Entertainment, Inc. to Divest Assets in Three Midwestern Cities as a Condition of Merger",retail,consumer,"deceptive practices, unfair practices",2018-10-01,2800000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2018/10/ftc-requires-casino-operators-penn-national-gaming-inc-pinnacle,us,1_us_cases.csv,,,
US_FTC_MERGER_1810081,US,FTC Requires Grifols S.A. to Divest Assets as Condition of Acquiring Biotest US Corporation,healthcare,competition,"monopoly, deceptive practices, unfair practices",2018-08-01,0.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2018/08/ftc-requires-grifols-sa-divest-assets-condition-acquiring-biotest,us,1_us_cases.csv,,,
US_FTC_MERGER_1710230,US,"FTC Requires Construction Company CRH plc to Divest Facilities in Montana, Nebraska and Kansas as a Condition of Acquiring Competitor Ash Grove Cement Company",manufacturing,consumer,"deceptive practices, unfair practices",2018-07-16,3500000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2018/06/ftc-requires-construction-company-crh-plc-divest-facilities,us,1_us_cases.csv,,,
US_FTC_MERGER_1810005,US,"FTC Imposes Conditions on Northrop Grumman’s Acquisition of Solid Rocket Motor Supplier Orbital ATK, Inc.",defense_–_ammunitions,consumer,"deceptive practices, unfair practices",2018-07-05,7800000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2018/06/ftc-imposes-conditions-northrop-grummans-acquisition-solid-rocket,us,1_us_cases.csv,,,
US_FTC_MERGER_1810017,US,FTC Requires Generic Drug Marketers Amneal Pharmaceuticals LLC and Impax Laboratories Inc. to Divest Rights to 10 Generic Medications as Condition of Merger,healthcare,consumer,"deceptive practices, unfair practices",2018-05-29,1450000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2018/04/ftc-requires-generic-drug-marketers-amneal-pharmaceuticals-llc,us,1_us_cases.csv,,,
US_FTC_MERGER_1710156,US,"FTC Challenges CDK Global, Inc.’s Proposed Acquisition of Competitor Auto",technology,consumer,"deceptive practices, unfair practices",2018-03-20,2000000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2018/03/ftc-challenges-cdk-global-incs-proposed-acquisition-competitor,us,1_us_cases.csv,,,
US_FTC_MERGER_1710217,US,"Ambulance Companies Air Medical Group Holdings, Inc. and AMR Holdco, Inc. Agree to Divest Air Ambulance Services in Hawaii as a Condition of Merger",healthcare,competition,"monopoly, deceptive practices, unfair practices",2018-04-06,2400000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2018/03/ambulance-companies-air-medical-group-holdings-inc-amr-holdco-inc,us,1_us_cases.csv,,,
US_FTC_MERGER_1710182,US,"FTC Challenges Proposed Acquisition of Conagra’s Wesson Cooking Oil Brand by Crisco owner, J.M. Smucker Co.",manufacturing,competition,"monopoly, deceptive practices, unfair practices",2018-03-05,285000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2018/03/ftc-challenges-proposed-acquisition-conagras-wesson-cooking-oil,us,1_us_cases.csv,,,
US_FTC_MERGER_1710161,US,FTC Challenges Wilhelmsen Maritime Services’ Proposed Acquisition of Competitor Drew Marine Group,manufacturing,consumer,"deceptive practices, unfair practices",2018-07-24,400000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2018/02/ftc-challenges-wilhelmsen-maritime-services-proposed-acquisition,us,1_us_cases.csv,,,
US_FTC_MERGER_1710126,US,"FTC Requires Divestitures as Condition of 7-Eleven, Inc. Parent Company’s $3.3 Billion Acquisition of Nearly 1,100 Retail Fuel Outlets from Competitor Sunoco",energy,competition,"monopoly, deceptive practices, unfair practices",2018-01-19,3300000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2018/01/ftc-requires-divestitures-condition-7-eleven-inc-parent-companys,us,1_us_cases.csv,,,
US_FTC_MERGER_1610232,US,FTC Requires Canadian Fertilizer and Chemical Companies PotashCorp and Agrium to Divest 2 Production Facilities as Condition of Merger,manufacturing,consumer,"deceptive practices, unfair practices",2017-12-27,0.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2017/12/ftc-requires-canadian-fertilizer-chemical-companies-potashcorp,us,1_us_cases.csv,,,
US_FTC_MERGER_1710140,US,"FTC Requires Divestiture of Two Medical Device Product Lines as Condition of Becton, Dickinson and Company Acquiring C. R. Bard, Inc.",healthcare,consumer,"deceptive practices, unfair practices",2018-01-23,24000000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2017/12/ftc-requires-divestiture-two-medical-device-product-lines,us,1_us_cases.csv,,,
US_FTC_MERGER_1710231,US,FTC Challenges Consummated Merger of Companies That Make Microprocessor Prosthetic Knees,healthcare,consumer,"deceptive practices, unfair practices",2017-09-22,0.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2017/12/ftc-challenges-consummated-merger-companies-make-microprocessor,us,1_us_cases.csv,,,
US_FTC_MERGER_1710184,US,FTC Requires Retail Fuel Station and Convenience Store Operator Alimentation Couche-Tard Inc. and its affiliate CrossAmerica Partners LP to Divest 10 Fuel Stations in Minnesota and Wisconsin as a Condition of Acquiring Holiday Companies,energy,consumer,"deceptive practices, unfair practices",2017-12-15,3500000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2017/12/ftc-requires-retail-fuel-station-convenience-store-operator,us,1_us_cases.csv,,,
US_FTC_MERGER_1710085,US,FTC Challenges Proposed Merger of Major Titanium Dioxide Companies,manufacturing,consumer,"conspiracy, deceptive practices, unfair practices",2018-05-08,1670000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2017/12/ftc-challenges-proposed-merger-major-titanium-dioxide-companies,us,1_us_cases.csv,,,
US_FTC_MERGER_1710207,US,"FTC Requires Retail Fuel Station and Convenience Store Operator Alimentation Couche-Tard Inc. to Divest 3 Fuel Stations in Alabama as a Condition of Acquiring Jet-Pep, Inc.",energy,consumer,"deceptive practices, unfair practices",2017-11-22,0.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2017/11/ftc-requires-retail-fuel-station-convenience-store-operator,us,1_us_cases.csv,,,
US_FTC_MERGER_1710196,US,Parties Agree to Divestiture of Senior Living Facilities Referral Service Caring.com as a Condition of Red Venture’s Acquiring Bankrate,healthcare,consumer,"deceptive practices, unfair practices",2017-11-03,1400000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2017/11/parties-agree-divestiture-senior-living-facilities-referral-service,us,1_us_cases.csv,,,
US_FTC_MERGER_1610084,US,FTC Requires Abbott Laboratories to Divest Two Types of Point-Of-Care Medical Testing Devices as Condition of Acquiring Alere Inc.,healthcare,consumer,"deceptive practices, unfair practices",2017-09-28,8300000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2017/09/ftc-requires-abbott-laboratories-divest-two-types-point-care,us,1_us_cases.csv,,,
US_FTC_MERGER_1710084,US,FTC Requires Divestiture of 5 Medical Device Product Lines as Condition of Integra Acquiring Johnson & Johnson’s Codman Neuro Division,healthcare,consumer,"deceptive practices, unfair practices",2017-09-27,1000000000.0,FTC,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.",https://www.ftc.gov/news-events/press-releases/2017/09/ftc-requires-divestiture-5-medical-device-product-lines-condition,us,1_us_cases.csv,,,
