enforcement_id,country_code,regulation_id,regulation_name,case_name,company_name,sector,violation_type,violation_date,enforcement_date,fine_amount_usd,settlement_type,ai_related,enforcing_agency,source_url,summary
US_FTC_MERGER_2010074,US,US_FTC,Federal Trade Commission Act,"FTC Requires Divestitures as Condition of Tri Star Energy, LLC’s Acquisition of Certain Assets of Hollingsworth Oil Company, Inc., C & H Properties, and Ronald L. Hollingsworth","FTC Requires Divestitures as Condition of Tri Star Energy, LLC’s Acquisition of Certain Assets of Hollingsworth Oil Company, Inc., C & H Properties, and Ronald L. Hollingsworth",unknown,"monopoly, deceptive practices, unfair practices",2025-06-17,2020-06-24,9600000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2020/06/ftc-requires-divestitures-condition-tri-star-energy-llcs,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910169,US,US_FTC,Federal Trade Commission Act,FTC Imposes Conditions on AbbVie Inc.’s Acquisition of Allergan plc,FTC Imposes Conditions on AbbVie Inc.’s Acquisition of Allergan plc,healthcare,"deceptive practices, unfair practices",2025-06-17,2020-05-05,63000000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2020/05/ftc-imposes-conditions-abbvie-incs-acquisition-allergan-plc,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910177,US,US_FTC,Federal Trade Commission Act,"FTC Imposes Conditions on Össur Hf’s Acquisition of College Park Industries, Inc.","FTC Imposes Conditions on Össur Hf’s Acquisition of College Park Industries, Inc.",healthcare,"deceptive practices, unfair practices",2025-06-17,2020-04-07,9600000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2020/04/ftc-imposes-conditions-ossur-hfs-acquisition-college-park,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910075,US,US_FTC,Federal Trade Commission Act,FTC Sues to Unwind Altria’s $12.8 Billion Investment in Competitor JUUL,FTC Sues to Unwind Altria’s $12.8 Billion Investment in Competitor JUUL,retail,"restraint of trade, deceptive practices, unfair practices",2021-06-02,2020-04-01,12800000000,administrative_complaint,1,FTC,https://www.ftc.gov/news-events/press-releases/2020/04/ftc-sues-unwind-altrias-128-billion-investment-competitor-juul,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910082,US,US_FTC,Federal Trade Commission Act,FTC Imposes Conditions on Danaher Corporation’s Acquisition of GE Biopharma,FTC Imposes Conditions on Danaher Corporation’s Acquisition of GE Biopharma,manufacturing,"deceptive practices, unfair practices",2025-06-17,2020-03-19,21400000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2020/03/ftc-imposes-conditions-danaher-corporations-acquisition-ge,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1810128,US,US_FTC,Federal Trade Commission Act,FTC and Commonwealth of Pennsylvania Challenge Proposed Merger of Two Major Philadelphia-area Hospital Systems,FTC and Commonwealth of Pennsylvania Challenge Proposed Merger of Two Major Philadelphia-area Hospital Systems,healthcare,"deceptive practices, unfair practices",2025-06-17,2020-02-27,9600000,preliminary_injunction,1,FTC,https://www.ftc.gov/news-events/press-releases/2020/02/ftc-commonwealth-pennsylvania-challenge-proposed-merger-two-major,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910154,US,US_FTC,Federal Trade Commission Act,FTC Files Suit to Block Joint Venture between Coal Mining Companies Peabody Energy Corporation and Arch Coal,FTC Files Suit to Block Joint Venture between Coal Mining Companies Peabody Energy Corporation and Arch Coal,energy,"deceptive practices, unfair practices",2025-06-17,2020-02-26,9600000,preliminary_injunction,1,FTC,https://www.ftc.gov/news-events/press-releases/2020/02/ftc-files-suit-block-joint-venture-between-coal-mining-companies,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910087,US,US_FTC,Federal Trade Commission Act,"FTC Requires Polyurethane Foam Producers FXI Holdings, Inc. and Innocor, Inc.  To Divest Assets in Three Regional Markets","FTC Requires Polyurethane Foam Producers FXI Holdings, Inc. and Innocor, Inc.  To Divest Assets in Three Regional Markets",manufacturing,"deceptive practices, unfair practices",2025-06-17,2020-02-21,9600000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2020/02/ftc-requires-polyurethane-foam-producers-fxi-holdings-inc-innocor,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910160,US,US_FTC,Federal Trade Commission Act,FTC Requires Veterinary Service Providers Compassion First and National Veterinary Associates to Divest Assets in Three Local Markets,FTC Requires Veterinary Service Providers Compassion First and National Veterinary Associates to Divest Assets in Three Local Markets,healthcare,"monopoly, deceptive practices, unfair practices",2025-06-17,2020-02-14,5000000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2020/02/ftc-requires-veterinary-service-providers-compassion-first,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910147,US,US_FTC,Federal Trade Commission Act,"Statement of Daniel Francis, Deputy Director of FTC Bureau of Competition, Regarding Announcement that Edgewell Personal Care Company has Abandoned Its Proposed Acquisition of Harry’s, Inc.","Statement of Daniel Francis, Deputy Director of FTC Bureau of Competition, Regarding Announcement that Edgewell Personal Care Company has Abandoned Its Proposed Acquisition of Harry’s, Inc.",manufacturing,"deceptive practices, unfair practices",2025-06-17,2020-02-10,1370000000,preliminary_injunction,1,FTC,https://www.ftc.gov/news-events/press-releases/2020/02/statement-daniel-francis-deputy-director-ftc-bureau-competition,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1810162,US,US_FTC,Federal Trade Commission Act,FTC Challenges Consummated Merger of Companies that Market Body-Worn Camera Systems to Large Metropolitan Police Departments,FTC Challenges Consummated Merger of Companies that Market Body-Worn Camera Systems to Large Metropolitan Police Departments,manufacturing,"deceptive practices, unfair practices",2025-06-17,2020-05-19,9600000,administrative_complaint,1,FTC,https://www.ftc.gov/news-events/press-releases/2020/01/ftc-challenges-consummated-merger-companies-market-body-worn,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910128,US,US_FTC,Federal Trade Commission Act,"FTC Alleges Post Holdings, Inc.’s Proposed Acquisition of TreeHouse Foods, Inc.’s  Private Label Ready-to-Eat Cereal Business Will Harm Competition","FTC Alleges Post Holdings, Inc.’s Proposed Acquisition of TreeHouse Foods, Inc.’s  Private Label Ready-to-Eat Cereal Business Will Harm Competition",manufacturing,"deceptive practices, unfair practices",2020-05-27,2020-05-27,9600000,preliminary_injunction,1,FTC,https://www.ftc.gov/news-events/press-releases/2019/12/ftc-alleges-post-holdings-incs-proposed-acquisition-treehouse,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910035,US,US_FTC,Federal Trade Commission Act,"Illumina Inc./Pacific Biosciences of California, Inc., In the Matter of","Illumina Inc./Pacific Biosciences of California, Inc.",healthcare,"monopoly, deceptive practices, unfair practices",2025-06-17,2019-12-17,1200000000,preliminary_injunction,1,FTC,https://www.ftc.gov/enforcement/cases-proceedings/1910035/matter-illumina-incpacific-biosciences-california-inc,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910061,US,US_FTC,Federal Trade Commission Act,FTC Requires Bristol-Myers Squibb Company and Celgene Corporation to Divest Psoriasis Drug Otezla as a Condition of Acquisition,FTC Requires Bristol-Myers Squibb Company and Celgene Corporation to Divest Psoriasis Drug Otezla as a Condition of Acquisition,healthcare,"monopoly, deceptive practices, unfair practices",2025-06-17,2019-11-15,13400000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2019/11/ftc-requires-bristol-myers-squibb-company-celgene-corporation,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910068,US,US_FTC,Federal Trade Commission Act,"FTC Puts Conditions on NEXUS Gas Transmission, LLC’s Acquisition of Generation Pipeline LLC","FTC Puts Conditions on NEXUS Gas Transmission, LLC’s Acquisition of Generation Pipeline LLC",energy,"deceptive practices, unfair practices",2025-06-17,2019-09-13,9600000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2019/09/ftc-puts-conditions-nexus-gas-transmission-llcs-acquisition,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1810215,US,US_FTC,Federal Trade Commission Act,"FTC Requires Divestitures and Imposes Conditions on US Foods Holding Corp.’s Acquisition of Services Group of America, Inc.","FTC Requires Divestitures and Imposes Conditions on US Foods Holding Corp.’s Acquisition of Services Group of America, Inc.",retail,"deceptive practices, unfair practices",2025-06-17,2019-09-11,1800000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2019/09/ftc-requires-divestitures-imposes-conditions-us-foods-holding,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1810127,US,US_FTC,Federal Trade Commission Act,"FTC Challenges Proposed $1.2 Billion Merger of Title Insurance Providers Fidelity National Financial, Inc. and Stewart Information Services Corporation","FTC Challenges Proposed $1.2 Billion Merger of Title Insurance Providers Fidelity National Financial, Inc. and Stewart Information Services Corporation",healthcare,"deceptive practices, unfair practices",2025-06-17,2019-09-06,1200000000,preliminary_injunction,1,FTC,https://www.ftc.gov/news-events/press-releases/2019/09/ftc-challenges-proposed-12-billion-merger-title-insurance,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910039,US,US_FTC,Federal Trade Commission Act,FTC Requires Divestitures and Imposes Conditions on Boston Scientific Corp.’s Acquisition of BTG plc,FTC Requires Divestitures and Imposes Conditions on Boston Scientific Corp.’s Acquisition of BTG plc,healthcare,"deceptive practices, unfair practices",2025-06-17,2019-08-07,4200000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2019/08/ftc-requires-divestitures-imposes-conditions-boston-scientific,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1910029,US,US_FTC,Federal Trade Commission Act,FTC Challenges Proposed Merger of Two Hydrogen Peroxide Producers,FTC Challenges Proposed Merger of Two Hydrogen Peroxide Producers,manufacturing,"price fixing, deceptive practices, unfair practices",2025-06-17,2019-08-02,625000000,preliminary_injunction,1,FTC,https://www.ftc.gov/news-events/press-releases/2019/08/ftc-challenges-proposed-merger-two-hydrogen-peroxide-producers,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1710125,US,US_FTC,Federal Trade Commission Act,FTC Imposes Conditions on Quaker Chemical Corp.’s Acquisition of Houghton International Inc.,FTC Imposes Conditions on Quaker Chemical Corp.’s Acquisition of Houghton International Inc.,manufacturing,"deceptive practices, unfair practices",2025-06-17,2019-07-23,1400000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2019/07/ftc-imposes-conditions-quaker-chemical-corps-acquisition-houghton,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1810057,US,US_FTC,Federal Trade Commission Act,FTC Imposes Conditions on UnitedHealth Group’s Proposed Acquisition of DaVita Medical Group,FTC Imposes Conditions on UnitedHealth Group’s Proposed Acquisition of DaVita Medical Group,healthcare,"monopoly, deceptive practices, unfair practices",2025-06-17,2019-06-19,4300000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2019/06/ftc-imposes-conditions-unitedhealth-groups-proposed-acquisition,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1710227,US,US_FTC,Federal Trade Commission Act,"FTC Requires Fresenius Medical Care AG & KGaA and NxStage Medical, Inc. to Divest Bloodline Tubing Assets to B. Braun Medical, Inc. as a Condition of Merger","FTC Requires Fresenius Medical Care AG & KGaA and NxStage Medical, Inc. to Divest Bloodline Tubing Assets to B. Braun Medical, Inc. as a Condition of Merger",healthcare,"deceptive practices, unfair practices",2025-06-17,2019-03-21,2000000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2019/02/ftc-requires-fresenius-medical-care-ag-kgaa-nxstage-medical-inc,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1810180,US,US_FTC,Federal Trade Commission Act,FTC Imposes Conditions on Staples’ Acquisition of Office Supply Wholesaler Essendant Inc.,FTC Imposes Conditions on Staples’ Acquisition of Office Supply Wholesaler Essendant Inc.,retail,"deceptive practices, unfair practices",2025-06-17,2019-01-28,482700000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2019/01/ftc-imposes-conditions-staples-acquisition-office-supply,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1810030,US,US_FTC,Federal Trade Commission Act,FTC Imposes Conditions in Joint Venture among Three Producers of PET Resin,FTC Imposes Conditions in Joint Venture among Three Producers of PET Resin,manufacturing,"deceptive practices, unfair practices",2025-06-17,2018-12-21,1100000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2018/12/ftc-imposes-conditions-joint-venture-among-three-producers-pet,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1810152,US,US_FTC,Federal Trade Commission Act,FTC Requires Divestitures as Condition of Marathon Petroleum Corporation’s Acquisition of Express Mart,FTC Requires Divestitures as Condition of Marathon Petroleum Corporation’s Acquisition of Express Mart,energy,"monopoly, deceptive practices, unfair practices",2025-06-17,2018-10-25,0,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2018/10/ftc-requires-divestitures-condition-marathon-petroleum,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1710068,US,US_FTC,Federal Trade Commission Act,"FTC Requires International Industrial Gas Suppliers Praxair, Inc. and Linde AG to Divest Assets in Nine Industrial Gas Markets as a Condition of Merger","FTC Requires International Industrial Gas Suppliers Praxair, Inc. and Linde AG to Divest Assets in Nine Industrial Gas Markets as a Condition of Merger",manufacturing,"collusion, deceptive practices, unfair practices",2025-06-17,2018-10-22,80000000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2018/10/ftc-requires-international-industrial-gas-suppliers-praxair-inc,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1810011,US,US_FTC,Federal Trade Commission Act,"FTC Requires Casino Operators Penn National Gaming, Inc. and Pinnacle Entertainment, Inc. to Divest Assets in Three Midwestern Cities as a Condition of Merger","FTC Requires Casino Operators Penn National Gaming, Inc. and Pinnacle Entertainment, Inc. to Divest Assets in Three Midwestern Cities as a Condition of Merger",retail,"deceptive practices, unfair practices",2025-06-17,2018-10-01,2800000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2018/10/ftc-requires-casino-operators-penn-national-gaming-inc-pinnacle,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1810081,US,US_FTC,Federal Trade Commission Act,FTC Requires Grifols S.A. to Divest Assets as Condition of Acquiring Biotest US Corporation,FTC Requires Grifols S.A. to Divest Assets as Condition of Acquiring Biotest US Corporation,healthcare,"monopoly, deceptive practices, unfair practices",2025-06-17,2018-08-01,0,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2018/08/ftc-requires-grifols-sa-divest-assets-condition-acquiring-biotest,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1710230,US,US_FTC,Federal Trade Commission Act,"FTC Requires Construction Company CRH plc to Divest Facilities in Montana, Nebraska and Kansas as a Condition of Acquiring Competitor Ash Grove Cement Company","FTC Requires Construction Company CRH plc to Divest Facilities in Montana, Nebraska and Kansas as a Condition of Acquiring Competitor Ash Grove Cement Company",manufacturing,"deceptive practices, unfair practices",2025-06-17,2018-07-16,3500000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2018/06/ftc-requires-construction-company-crh-plc-divest-facilities,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1810005,US,US_FTC,Federal Trade Commission Act,"FTC Imposes Conditions on Northrop Grumman’s Acquisition of Solid Rocket Motor Supplier Orbital ATK, Inc.","FTC Imposes Conditions on Northrop Grumman’s Acquisition of Solid Rocket Motor Supplier Orbital ATK, Inc.",defense_–_ammunitions,"deceptive practices, unfair practices",2025-06-17,2018-07-05,7800000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2018/06/ftc-imposes-conditions-northrop-grummans-acquisition-solid-rocket,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1810017,US,US_FTC,Federal Trade Commission Act,FTC Requires Generic Drug Marketers Amneal Pharmaceuticals LLC and Impax Laboratories Inc. to Divest Rights to 10 Generic Medications as Condition of Merger,FTC Requires Generic Drug Marketers Amneal Pharmaceuticals LLC and Impax Laboratories Inc. to Divest Rights to 10 Generic Medications as Condition of Merger,healthcare,"deceptive practices, unfair practices",2025-06-17,2018-05-29,1450000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2018/04/ftc-requires-generic-drug-marketers-amneal-pharmaceuticals-llc,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1710156,US,US_FTC,Federal Trade Commission Act,"FTC Challenges CDK Global, Inc.’s Proposed Acquisition of Competitor Auto/Mate, Inc.","FTC Challenges CDK Global, Inc.’s Proposed Acquisition of Competitor Auto",technology,"deceptive practices, unfair practices",2025-06-17,2018-03-20,2000000000,preliminary_injunction,1,FTC,https://www.ftc.gov/news-events/press-releases/2018/03/ftc-challenges-cdk-global-incs-proposed-acquisition-competitor,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1710217,US,US_FTC,Federal Trade Commission Act,"Ambulance Companies Air Medical Group Holdings, Inc. and AMR Holdco, Inc. Agree to Divest Air Ambulance Services in Hawaii as a Condition of Merger","Ambulance Companies Air Medical Group Holdings, Inc. and AMR Holdco, Inc. Agree to Divest Air Ambulance Services in Hawaii as a Condition of Merger",healthcare,"monopoly, deceptive practices, unfair practices",2025-06-17,2018-04-06,2400000000,consent_order,1,FTC,https://www.ftc.gov/news-events/press-releases/2018/03/ambulance-companies-air-medical-group-holdings-inc-amr-holdco-inc,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
US_FTC_MERGER_1710182,US,US_FTC,Federal Trade Commission Act,"FTC Challenges Proposed Acquisition of Conagra’s Wesson Cooking Oil Brand by Crisco owner, J.M. Smucker Co.","FTC Challenges Proposed Acquisition of Conagra’s Wesson Cooking Oil Brand by Crisco owner, J.M. Smucker Co.",manufacturing,"monopoly, deceptive practices, unfair practices",2025-06-17,2018-03-05,285000000,preliminary_injunction,1,FTC,https://www.ftc.gov/news-events/press-releases/2018/03/ftc-challenges-proposed-acquisition-conagras-wesson-cooking-oil,"An official website of the United States government Here’s how you know The .gov means it’s official.Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site."
