enforcement_id,country_code,company_name,sector,violation_group,violation_type,enforcement_date,fine_amount_usd,enforcing_agency,summary,source_url
VTG24-4813,US,Wells Fargo & Company,financial services,consumer-protection-related offenses,mortgage abuses,2012-02-09,5342200000,Justice Department Civil Division,The federal government and 49 state attorneys general reached a $25 billion agreement with the nation's five largest mortgage servicers to address mortgage loan servicing and foreclosure abuses. The penalty figure is the total of the amounts specified in the the individual company's consent judgment for direct payments and homeowner relief.,Link to this record on U.S. Violation Tracker: here
VTG24-4812,US,JPMorgan Chase & Co.,financial services,consumer-protection-related offenses,mortgage abuses,2012-02-09,5333600000,Justice Department Civil Division,The federal government and 49 state attorneys general reached a $25 billion agreement with the nation's five largest mortgage servicers to address mortgage loan servicing and foreclosure abuses. The penalty figure is the total of the amounts specified in the the individual company's consent judgment for direct payments and homeowner relief.,Link to this record on U.S. Violation Tracker: here
VTG24-4300,US,Anadarko Petroleum Corp.,oil and gas,environment-related offenses,environmental violation,2015-01-23,5150000000,Environmental Protection Agency,"A settlement reached with Anadarko Petroleum Corp.and Kerr McGee went into effect, allowing funds to be disbursed for cleanups across the country. This settlement resolved fraudulent conveyance claims brought by the United States and the Anadarko Litigation Trust, the trust against Anadarko Petroleum Corporation and its affiliates, the defendants, in the bankruptcy of Tronox Inc. and its subsidiaries. The defendants paid $5.15 billion, plus interest, to the trust. The trust was expected to distribute more than $4.4 billion to fund environmental clean-up and for environmental claims.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-4789,US,Goldman Sachs,financial services,financial offenses,toxic securities abuses,2016-04-11,5060000000,Justice Department Civil Division,"The Justice Department, along with federal and state partners, announced a $5.06 billion settlement with Goldman Sachs related to Goldman's conduct in the packaging, securitization, marketing, sale and issuance of residential mortgage-backed securities between 2005 and 2007. The resolution required Goldman to pay $2.385 billion in a civil penalty under the Financial Institutions Reform, Recovery and Enforcement Act and also required the bank to provide $1.8 billion in other relief, including relief to underwater homeowners, distressed borrowers and affected communities, in the form of loan forgiveness and financing for affordable housing. Goldman was also to pay $875 million to resolve claims by other federal entities and state claims.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-11367,US,"Facebook, Inc.",information technology,consumer-protection-related offenses,privacy violation,2019-07-24,5000000000,Federal Trade Commission,"Facebook, Inc. agreed to pay a $5 billion penalty and submit to new restrictions and a modified corporate structure that will hold the company accountable for the decisions it makes about user privacy, to settle Federal Trade Commission charges that the company violated a 2012 order by deceiving users about their ability to control the privacy of their personal information.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-21582,US,Johnson & Johnson,pharmaceuticals,healthcare-related offenses,off-label or unapproved promotion of medical products,2021-07-21,5000000000,Multistate Attorneys General Case,"Johnson & Johnson, the parent company of Janssen Pharmaceuticals, reached an agreement with a group of states under which it would pay $5 billion to resolve Janssen's involvement in litigation alleging improper sale of pain medications, contributing to the national opioid epidemic.",Link to this record on U.S. Violation Tracker: here
VTG24-24601,US,CVS,retailing,healthcare-related offenses,off-label or unapproved promotion of medical products,2022-12-12,5000000000,Multistate Attorneys General Case,CVS agreed to pay $5 billion to settle multistate litigation concerning its role in fueling the opioid epidemic.,Link to this record on U.S. Violation Tracker: here
VTG24-24606,US,Wells Fargo Bank,financial services,consumer-protection-related offenses,consumer protection violation,2022-12-20,3700000000,Consumer Financial Protection Bureau,"The Consumer Financial Protection Bureau ordered Wells Fargo Bank to pay more than $2 billion in redress to consumers and a $1.7 billion civil penalty for legal violations across several of its largest product lines. The CFPB stated the the bank's illegal conduct led to billions of dollars in financial harm to its customers and, for thousands of customers, the loss of their vehicles and homes. Consumers were said to have been illegally assessed fees and interest charges on auto and mortgage loans, had their cars wrongly repossessed, and had payments to auto and mortgage loans misapplied by the bank. Wells Fargo also charged consumers unlawful surprise overdraft fees and applied other incorrect charges to checking and savings accounts. Under the terms of the order, Wells Fargo will pay redress to the over 16 million affected consumer accounts, and pay a $1.7 billion fine, which will go to the CFPB's Civil Penalty Fund, where it will be used to provide relief to victims of consumer financial law violations.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-4982,US,Goldman Sachs & Co.,financial services,financial offenses,toxic securities abuses,2014-08-22,3150000000,Federal Housing Finance Agency,The Federal Housing Finance Agency announced a settlement with Goldman Sachs concerning alleged violations of federal and state securities laws in connection with private-label mortgage-backed securities purchased by Fannie Mae and Freddie Mac between 2005 and 2007.,https://web.archive.org/web/20140825052421/http://www.fhfa.gov/Media/PublicAffairs/Pages/FHFA-Announces-Settlement-with-Goldman-Sachs.aspx
VTG24-24401,US,Walmart Stores,retailing,healthcare-related offenses,off-label or unapproved promotion of medical products,2022-11-15,3100000000,Multistate Attorneys General Case,Walmart agreed to pay over $3 billion to settle multistate litigation alleging it contributed to the opioid addiction crisis by failing to appropriately oversee the dispensing of opioids at its stores.,Link to this record on U.S. Violation Tracker: here
VTG24-11264,US,Countrywide Financial Corporation,financial services,consumer-protection-related offenses,mortgage abuses,2010-03-24,3004100000,Multistate Attorneys General Case,The Massachusetts Attorney General negotiated an expansion of the 2008 $8.68 billion multistate settlement signed by Countrywide to resolve issues relating to abusive home mortgage practices. The new agreement provided an additional $3 billion for loan modifications nationwide along with $2.4 million in foreclosure relief in Massachusetts and $1.7 million to the state AG's office.,Link to this record on U.S. Violation Tracker: here
VTG24-12598,US,Wells Fargo & Company,financial services,competition-related offenses,fraud,2020-02-21,3000000000,Justice Department Civil Division,"Wells Fargo & Company and its subsidiary, Wells Fargo Bank, N.A., entered into a deferred prosecution agreement and agreed to pay $3 billion to resolve their potential criminal and civil liability stemming from a practice between 2002 and 2016 of pressuring employees to meet unrealistic sales goals that led thousands of employees to provide millions of accounts or products to customers under false pretenses or without consent, often by creating false records or misusing customers' identities. The settlement also resolved an investigation being conducted by the SEC, which was to receive $500 million of the total to distribute to investors.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-15477,US,Goldman Sachs Group Inc.,financial services,competition-related offenses,kickbacks and bribery,2020-10-22,2921088000,Justice Department Criminal Division,"The Goldman Sachs Group Inc. and Goldman Sachs (Malaysia) Sdn. Bhd., its Malaysian subsidiary, admitted to conspiring to violate the Foreign Corrupt Practices Act in connection with a scheme to pay over $1 billion in bribes to Malaysian and Abu Dhabi officials to obtain lucrative business for Goldman Sachs, including its role in underwriting approximately $6.5 billion in three bond deals for 1Malaysia Development Bhd., for which the bank earned hundreds of millions in fees. Goldman Sachs agreed to pay more than $2.9 billion and disgorge $606 million as part of a coordinated resolution with criminal and civil authorities in the United States, the United Kingdom, Singapore, and elsewhere. The U.S. portion, $2.9 billion, is specified in the deferred prosecution agreement posted at (click here)",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-4792,US,Morgan Stanley,financial services,financial offenses,toxic securities abuses,2016-02-11,2600000000,Justice Department Civil Division,"The Justice Department announced that Morgan Stanley agreed to pay a $2.6 billion penalty to resolve claims related to its marketing, sale and issuance of residential mortgage-backed securities.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-17028,US,Boeing Company,aerospace and military contracting,competition-related offenses,fraud,2021-01-07,2513600000,Justice Department Criminal Division,"The Boeing Company entered into an agreement with the Department of Justice to resolve a criminal charge related to a conspiracy to defraud the Federal Aviation Administration's Aircraft Evaluation Group in connection with the evaluation of Boeing's 737 MAX airplane. Under the terms of the deferred prosecution agreement, Boeing will pay a total criminal monetary amount of over $2.5 billion, composed of a criminal monetary penalty of $243.6 million, compensation payments to Boeing's 737 MAX airline customers of $1.77 billion, and the establishment of a $500 million crash-victim beneficiaries fund to compensate the heirs, relatives, and legal beneficiaries of the 346 passengers who died in the Boeing 737 MAX crashes of Lion Air Flight 610 and Ethiopian Airlines Flight 302.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-83592,US,Amazon.com Inc.,retailing,consumer-protection-related offenses,consumer protection violation,2025-09-25,2500000000,Federal Trade Commission,"The Federal Trade Commission settled allegations that Amazon enrolled millions of consumers in Prime subscriptions without their consent, and knowingly made it difficult for consumers to cancel. Amazon was required to pay a $1 billion civil penalty, provide $1.5 billion in refunds back to consumers harmed by their deceptive Prime enrollment practices, and cease unlawful enrollment and cancellation practices for Prime.",Link to this record on U.S. Violation Tracker: here
VTG24-11135,US,Bank of America,financial services,financial offenses,investor protection violation,2012-09-28,2430000000,Multistate Attorneys General Case,"In a case brought by the Ohio AG on behalf of two state pension funds and other investors, Bank of America agreed to pay $2.43 billion to settle allegations that it made misstatements about its acquisition of Merrill Lynch that caused substantial harm to shareholders. The Teacher Retirement System of Texas was one of the lead plaintiffs in the case.",Link to this record on U.S. Violation Tracker: here
VTG24-24229,US,Allergan,pharmaceuticals,healthcare-related offenses,off-label or unapproved promotion of medical products,2022-07-29,2370000000,Multistate Attorneys General Case,Allergan agreed to pay up to $2.37 billion to settle multistate litigation alleging it deceptively marketed opioid products by downplaying the risk of addiction.,Link to this record on U.S. Violation Tracker: here
VTG24-4814,US,Citigroup Inc.,financial services,consumer-protection-related offenses,mortgage abuses,2012-02-09,2202000000,Justice Department Civil Division,The federal government and 49 state attorneys general reached a $25 billion agreement with the nation's five largest mortgage servicers to address mortgage loan servicing and foreclosure abuses. The penalty figure is the total of the amounts specified in the the individual company's consent judgment for direct payments and homeowner relief.,Link to this record on U.S. Violation Tracker: here
VTG24-4387,US,Johnson & Johnson,pharmaceuticals,healthcare-related offenses,off-label or unapproved promotion of medical products,2013-11-04,2200000000,Food and Drug Administration,"Global health care giant Johnson & Johnson and its subsidiaries agreed to pay more than $2.2 billion to resolve criminal and civil liability arising from allegations relating to the prescription drugs Risperdal, Invega and Natrecor, including promotion for uses not approved as safe and effective by the Food and Drug Administration and payment of kickbacks to physicians and to the nation's largest long-term care pharmacy provider. The global resolution is one of the largest health care fraud settlements in U.S. history, including criminal fines and forfeiture totaling $485 million and civil settlements with the federal government and states totaling $1.72 billion.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-10077,US,"Wells Fargo Bank, N.A.",financial services,financial offenses,toxic securities abuses,2018-08-01,2090000000,Justice Department Civil Division,"Wells Fargo Bank, N.A. and several of its affiliates agreed to pay a civil penalty of $2.09 billion under the Financial Institutions Reform, Recovery, and Enforcement Act of 1989 (FIRREA) based on the bank's alleged origination and sale of residential mortgage loans that it knew contained misstated income information and did not meet the quality that Wells Fargo represented.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-27382,US,Cummins Inc.,miscellaneous manufacturing,environment-related offenses,air pollution violation,2024-01-10,2000000000,Environmental Protection Agency,"The Justice Department, Environmental Protection Agency (EPA), California Air Resources Board (CARB) and the California Attorney General's office released the details of a settlement with diesel engine maker Cummins Inc. for alleged violations of the Clean Air Act and California law. Beyond agreeing to pay a $1.675 billion civil penalty -- the largest ever assessed in a Clean Air Act case -- Cummins agreed to spend more than $325 million to remedy the violations, which included the use of software defeat devices that circumvented emissions testing and certification requirements. Under the settlement, Cummins must complete a nationwide vehicle recall to repair and replace the engine control software in hundreds of thousands of RAM 2500 and RAM 3500 pickup trucks equipped with the company's diesel engines. Cummins will also extend the warranty period for certain parts in the repaired vehicles, fund and perform projects to mitigate excess ozone-creating nitrogen oxides (NOx) emitted from the vehicles and employ new internal procedures designed to prevent future emissions cheating. In total, the settlement is valued at more than $2 billion.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-4746,US,Wells Fargo,financial services,financial offenses,banking violation,2013-01-07,1991141181,Office of the Comptroller of the Currency,Ten mortgage servicing companies subject to enforcement actions for deficient practices in mortgage loan servicing and foreclosure processing reached an agreement in principle with the Office of the Comptroller of the Currency and the Federal Reserve Board to pay more than $8.5 billion in cash payments and other assistance to help borrowers.,Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-22111,US,Pacific Gas & Electric Co. (PG&E),utilities and power generation,safety-related offenses,utility safety violation,2020-05-07,1937000000,California Public Utilities Commission,"The California Public Utilities Commission imposed $1.937 billion in penalties against Pacific Gas and Electric Company, the largest penalty ever assessed by the CPUC, for the utility's role in the catastrophic 2017 and 2018 wildfires.",Link to this record on U.S. Violation Tracker: here
VTG24-22674,US,Navient,financial services,consumer-protection-related offenses,consumer protection violation,2022-01-13,1850000000,Multistate Attorneys General Case,"Navient agreed to cancel over $1.7 billion in debt, pay $95 million in restitution and pay $147.5 million in costs in a settlement with 39 attorneys general of allegations of widespread unfair and deceptive practices and abuses in originating predatory student loans.",Link to this record on U.S. Violation Tracker: here
VTG24-5082,US,JPMorgan Chase Bank,financial services,financial offenses,anti-money-laundering deficiencies,2014-01-07,1700000000,U.S. Attorney Offices,The United States Attorney for the Southern District of New York annnounced a deferred prosecution agreement relating to criminal charges and a settlement of civil claims against JPMorgan Chase Bank in connection with the bank's relationship with Bernard L. Madoff Investment Securities.,Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-42316,US,"Cummins, Inc.",miscellaneous manufacturing,environment-related offenses,environmental violation,2024-04-09,1675000000,Environmental Protection Agency,"Primary law: CAA, Violation type: Motor Vehicle Requirements","Extracted from a download of the EPA's Enforcement and Compliance History Online (ECHO) ICIS FE&C file updated 9/13/2025, available at (click here)"
VTG24-22146,US,Pacific Gas & Electric Co. (PG&E),utilities and power generation,safety-related offenses,utility safety violation,2015-04-09,1600000000,California Public Utilities Commission,"The California Public Utilities Commission fined Pacific Gas and Electric Company $1.6 billion for the unsafe operation of its gas transmission system, including the pipeline rupture in San Bruno, Calif., in 2010. The decision ordered PG&E to pay $850 million in gas transmission pipeline safety infrastructure improvements; $300 million in a fine to the state's General Fund; $400 million in a one-time bill credit spread across PG&E's gas customers; and approximately $50 million towards other remedies to enhance pipeline safety.",Link to this record on U.S. Violation Tracker: here
VTG24-4997,US,Bank of America,financial services,financial offenses,toxic securities abuses,2011-01-03,1520000000,Federal Housing Finance Agency,Bank of America announced agreements with the Federal Home Loan Mortgage Corporation (Freddie Mac) and the Federal National Mortgage Association (Fannie Mae) to resolve repurchase claims involving certain residential mortgage loans sold to them by entities related to Countrywide Financial Corporation.,Link to this record on U.S. Violation Tracker: here
VTG24-4393,US,Abbott Laboratories Inc.,pharmaceuticals,healthcare-related offenses,off-label or unapproved promotion of medical products,2012-05-07,1500000000,Food and Drug Administration,Global Health Care Company Abbott Laboratories Inc. has pleaded guilty and agreed to pay $1.5 billion to resolve its criminal and civil liability arising from the company's unlawful promotion of the prescription drug Depakote for uses not approved as safe and effective by the Food and Drug Administration. The resolution - the second largest payment by a drug company - includes a criminal fine and forfeiture totaling $700 million and civil settlements with the federal government and the states totaling $800 million. Abbott also will be subject to court-supervised probation and reporting obligations for Abbotts CEO and Board of Directors.,Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-10965,US,General Electric,diversified,financial offenses,toxic securities abuses,2019-04-12,1500000000,Justice Department Civil Division,"General Electric agreed to pay a civil penalty of $1.5 billion under the Financial Institutions Reform, Recovery, and Enforcement Act of 1989 (FIRREA) to resolve claims involving subprime residential mortgage loans originated by WMC Mortgage, a GE subsidiary. WMC, GE, and their affiliates allegedly misrepresented the quality of WMC's loans and the extent of WMC's internal quality and fraud controls in connection with the marketing and sale of residential mortgage-backed securities.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-28258,US,Meta,information technology,consumer-protection-related offenses,privacy violation,2024-07-30,1400000000,Texas Attorney General,Meta agreed to pay $1.4 billion to resolve allegations it captured personal biometric data without authorization.,Link to this record on U.S. Violation Tracker: here
VTG24-4799,US,Standard & Poor's Financial Services LLC,information technology,financial offenses,toxic securities abuses,2015-02-03,1375000000,Justice Department Civil Division,"The Department of Justice and 19 states and the District of Columbia entered into a $1.375 billion settlement agreement with the rating agency Standard & Poor's Financial Services LLC, along with its parent corporation McGraw Hill Financial Inc., to resolve allegations that S&P had engaged in a scheme to defraud investors in structured financial products known as Residential Mortgage-Backed Securities and Collateralized Debt Obligations.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-79778,US,Google,information technology,consumer-protection-related offenses,privacy violation,2025-05-09,1375000000,Texas Attorney General,"Google agreed to pay $1.375 billion to resolve allegations it unlawfully tracked and collected users' private data regarding geolocation, incognito searches, and biometric data.",Link to this record on U.S. Violation Tracker: here
VTG24-79779,US,Discover Bank,financial services,financial offenses,banking violation,2025-04-16,1375000000,Federal Deposit Insurance Corporation,"Discover Bank agreed to pay $1.2 billion in restitution and $150 million in civil penalties to resolve allegations it recklessly engaged in unsafe or unsound banking practices by, among other things, failing to establish and maintain a compliance management system providing for compliance with all applicable consumer protection laws and implementing regulations.",Link to this record on U.S. Violation Tracker: here
VTG24-25870,US,Kroger,retailing,healthcare-related offenses,off-label or unapproved promotion of medical products,2023-09-08,1370000000,Multistate Attorneys General Case,Kroger agreed to pay $1.37 billion to settle multistate litigation relating to its role in the opioid epidemic.,Link to this record on U.S. Violation Tracker: here
VTG24-73344,US,Kroger,retailing,healthcare-related offenses,off-label or unapproved promotion of medical products,2024-11-04,1370000000,Multistate Attorneys General Case,Kroger agreed to pay $1.37 billion to settle multistate litigation concerning the role its pharmacies played in the opioid crisis.,Link to this record on U.S. Violation Tracker: here
VTG24-4988,US,Morgan Stanley,financial services,financial offenses,toxic securities abuses,2014-02-07,1250000000,Federal Housing Finance Agency,The Federal Housing Finance Agency announced a settlement with Morgan Stanley resolving alleged violations of federal and state securities laws and common law fraud in connection with private-label mortgage-backed securities purchased by Fannie Mae and Freddie Mac between 2005 and 2007.,https://web.archive.org/web/20141114045939/http://www.fhfa.gov/Media/PublicAffairs/Pages/FHFA-Announces-$1-25-Billion-Settlement-With-Morgan-Stanley.aspx
VTG24-4790,US,"Wells Fargo Bank, National Association",financial services,government-contracting-related offenses,government contracting fraud,2016-04-08,1200000000,Justice Department Civil Division,"The Department of Justice announced the settlement of civil mortgage fraud claims against Wells Fargo Bank, N.A. stemming from its participation in the Federal Housing Administration Direct Endorsement Lender Program. In the settlement, Wells Fargo agreed to pay $1.2 billion and admitted, acknowledged and accepted responsibility for, among other things, certifying to the Department of Housing and Urban Development, during the period from May 2001 through December 2008, that certain residential home mortgage loans were eligible for FHA insurance when in fact they were not, resulting in the government having to pay FHA insurance claims when some of those loans defaulted.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-11495,US,JPMorgan Chase,financial services,consumer-protection-related offenses,mortgage abuses,2012-02-09,1121188661,Multistate Attorneys General Case,"Bank of America, Wells Fargo, Citigroup, JPMorgan Chase, and Ally Financial agreed to pay a total of $5 billion in direct payments to resolve multistate litigation concerning abuses in their mortgage servicing and foreclosure practices; $4.25 billion of the total was to go to the states. This was part of the larger $25 billion National Mortgage Settlement that also included $20 billion in relief to borrowers; see the Violation Tracker entry for JPMorgan Chase at (click here). The JPMorgan settlement document linked below puts the company's share of the direct payments at $1,121,188,661.",Link to this record on U.S. Violation Tracker: here
VTG24-4328,US,Wisconsin Power and Light Company,utilities and power generation,environment-related offenses,air pollution violation,2013-04-22,1010950000,Environmental Protection Agency,"The Department of Justice, the U.S. Environmental Protection Agency (EPA), and the United States Attorney's Office for the Western District of Wisconsin announced a Clean Air Act (CAA) settlement with Wisconsin Power and Light Company (WPL) that will significantly reduce air pollution from three coal-fired power plants located near Portage, Sheboygan, and Cassville, Wis. WPL operates the plants that are covered by the settlement, and the other defendants, Wisconsin Public Service Corporation (WPSC), Madison Gas and Electric Company, and Wisconsin Electric Power Company, are co- and former owners of the units. WPL and its co-defendants agreed to invest more than $1 billion in pollution control technology, spend a total of $8.5 million on environmental mitigation projects, and pay a civil penalty of $2.45 million to resolve alleged violations of the CAA.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-11993,US,Wells Fargo,financial services,consumer-protection-related offenses,mortgage abuses,2012-02-09,1005233716,Multistate Attorneys General Case,"Bank of America, Wells Fargo, Citigroup, JPMorgan Chase, and Ally Financial agreed to pay a total of $5 billion in direct payments to resolve multistate litigation concerning abuses in their mortgage servicing and foreclosure practices; $4.25 billion of the total was to go to the states. This was part of the larger $25 billion National Mortgage Settlement that also included $20 billion in relief to borrowers; see the Violation Tracker entry for Wells Fargo (click here). The Wells Fargo settlement document linked below puts the company's share of the direct payments at $1,005,233,716.",Link to this record on U.S. Violation Tracker: here
VTG24-12176,US,Pacific Gas & Electric,utilities and power generation,safety-related offenses,utility safety violation,2019-06-19,1000000000,California Multi-Jurisdiction Case,"Pacific Gas and Electric Company agreed to pay $1 billion to resolve the wildfire claims brought by 18 local public entities (cities, counties, districts and public agencies) impacted by the 2015 Butte Fire, 2017 Northern California wildfires and 2018 Camp Fire.",Link to this record on U.S. Violation Tracker: here
VTG24-4999,US,Citigroup,financial services,financial offenses,toxic securities abuses,2013-07-01,968000000,Federal Housing Finance Agency,Citigroup announced an agreement with Fannie Mae to resolve potential future repurchase claims for breaches of representations and warranties on 3.7 million residential first mortgage loans sold to Fannie Mae that were originated between 2000 and 2012. Citi agreed to pay Fannie Mae $968 million under the agreement.,Link to this record on U.S. Violation Tracker: here
VTG24-4394,US,"Merck, Sharp & Dohme",pharmaceuticals,healthcare-related offenses,off-label or unapproved promotion of medical products,2011-11-22,950000000,Food and Drug Administration,"American pharmaceutical company Merck, Sharp & Dohme agreed to pay $950 million to resolve criminal charges and civil claims related to its promotion and marketing of the painkiller Vioxx (rofecoxib). Under the terms of the resolution, Merck agreed to a $628 million civil settlement and the payment of a $322 million criminal fine.",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
VTG24-73114,US,Raytheon Company,aerospace and military contracting,competition-related offenses,fraud,2024-10-16,950000000,Justice Department Criminal Division,"Raytheon Company, a subsidiary of Arlington, Virginia-based defense contractor RTX (formerly known as Raytheon Technologies Corporation), will pay over $950 million to resolve the Justice Department's investigations into: (i) a major government fraud scheme involving defective pricing on certain government contracts and (ii) violations of the Foreign Corrupt Practices Act (FCPA) and the Arms Export Control Act (AECA) and its implementing regulations, the International Traffic in Arms Regulations (ITAR).",Archived Source: (click here) Link to this record on U.S. Violation Tracker: here
