enforcement_id,country_code,regulation_id,regulation_name,case_name,company_name,sector,violation_type,violation_date,enforcement_date,fine_amount_usd,settlement_type,ai_related,enforcing_agency,source_url,summary
US_ENF_FTC_011,US,US_FED_002,FTC Act Section 5,"Statement of the Federal Trade Commission In the Matter of Snap, Inc.",Snap,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,TRUE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/public-statements/statement-federal-trade-commission-matter-snap-inc,An official website of the United States government
US_ENF_FTC_012,US,US_FED_002,FTC Act Section 5,"Mobilewalla, Inc., In the Matter of","Mobilewalla, Inc.",technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/202-3196-mobilewalla-inc-matter,An official website of the United States government
US_ENF_FTC_013,US,US_FED_002,FTC Act Section 5,"Marriott International, Inc. and Starwood Hotels & Resorts Worldwide, LLC, In the Matter of","Marriott International, Inc. and Starwood Hotels & Resorts Worldwide, LLC",technology,data_breach;deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/192-3022-marriott-international-inc-starwood-hotels-resorts-worldwide-llc-matter,An official website of the United States government
US_ENF_FTC_014,US,US_FED_002,FTC Act Section 5,Dissenting Statement of Commissioner Andrew N. Ferguson Joined by Commissioner Melissa Holyoak Regarding the Surveillance Pricing 6(b) Staff Research Summaries,Dissenting Statement of Commissioner Andrew N. Ferguson Joined by Commissioner Melissa Holyoak Regarding the Surveillance Pricing 6(b) Staff Research Summaries,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,TRUE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/public-statements/dissenting-statement-commissioner-andrew-n-ferguson-joined-commissioner-melissa-holyoak-regarding-0,An official website of the United States government
US_ENF_FTC_015,US,US_FED_002,FTC Act Section 5,Chairman Ferguson letter regarding 23andMe,Chairman Ferguson letter regarding 23andMe,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/staff-letters/chairman-ferguson-letter-regarding-23andme,An official website of the United States government
US_ENF_FTC_016,US,US_FED_002,FTC Act Section 5,"Statement of Chairman Andrew N. Ferguson Joined by Commissioner Melissa Holyoak and Commissioner Mark R. Meador re: United States v. Disney Worldwide Servs., et al.",Statement of Chairman Andrew N. Ferguson Joined by Commissioner Melissa Holyoak and Commissioner Mark R. Meador re: United States v. Disney Worldwide Servs.,technology,coppa_violation;deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,10000000,consent_order,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/public-statements/statement-chairman-andrew-n-ferguson-joined-commissioner-melissa-holyoak-commissioner-mark-r-meador-re-united-states-v-disney-worldwide-servs-et-al,An official website of the United States government
US_ENF_FTC_017,US,US_FED_002,FTC Act Section 5,"GoDaddy Inc., et al., In the Matter of","GoDaddy Inc., et al.",technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/2023133-godaddy-inc-et-al-matter,An official website of the United States government
US_ENF_FTC_018,US,US_FED_002,FTC Act Section 5,"Verkada Inc., U.S. v.",Verkada Inc.,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,civil_penalty,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/2123068-verkada-inc-us-v,An official website of the United States government
US_ENF_FTC_019,US,US_FED_002,FTC Act Section 5,"Statement of Commissioner Andrew N. Ferguson In the Matter of Snap, Inc",Snap,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,TRUE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/public-statements/statement-commissioner-andrew-n-ferguson-matter-snap-inc,An official website of the United States government
US_ENF_FTC_020,US,US_FED_002,FTC Act Section 5,"Roca Labs, Inc.",Roca Labs,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,409000,injunction,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3255-x150061-roca-labs-inc,An official website of the United States government
US_ENF_FTC_021,US,US_FED_002,FTC Act Section 5,Statement of Commissioner Melissa Holyoak Regarding Issuance of Section 6(b) Orders to Companies That Offer Generative AI Companion Products or Services,Statement of Commissioner Melissa Holyoak Regarding Issuance of Section 6(b) Orders to Companies That Offer Generative AI Companion Products or Services,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,TRUE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/public-statements/statement-commissioner-melissa-holyoak-regarding-issuance-section-6b-orders-companies-offer,An official website of the United States government
US_ENF_FTC_022,US,US_FED_002,FTC Act Section 5,Model Letter sent to Tech Companies from Chairman Andrew N. Ferguson,Model Letter sent to Tech Companies from Chairman Andrew N. Ferguson,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/staff-letters/model-letter-sent-tech-companies-chairman-andrew-n-ferguson,An official website of the United States government
US_ENF_FTC_023,US,US_FED_002,FTC Act Section 5,"Vivint Smart Home, Inc.",Vivint Smart Home,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,20000000,settlement,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/192-3060-vivint-smart-home-inc,An official website of the United States government
US_ENF_FTC_024,US,US_FED_002,FTC Act Section 5,Statement of Chair Lina M. Khan Regarding the Final Rule Amending the Children_ Online Privacy Protection Rule,Statement of Chair Lina M. Khan Regarding the Final Rule Amending the Children_ Online Privacy Protection Rule,technology,coppa_violation;deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/public-statements/statement-chair-lina-m-khan-regarding-final-rule-amending-childrens-online-privacy-protection-rule,An official website of the United States government
US_ENF_FTC_025,US,US_FED_002,FTC Act Section 5,"Support King, LLC (SpyFone.com), In the Matter of","Support King, LLC (SpyFone.com)",technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/192-3003-support-king-llc-spyfonecom-matter,An official website of the United States government
US_ENF_FTC_026,US,US_FED_002,FTC Act Section 5,Concurring Statement of Commissioner Andrew N. Ferguson In the Matter of IntelliVision Technologies Corp.,IntelliVision Technologies Corp.,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,TRUE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/public-statements/concurring-statement-commissioner-andrew-n-ferguson-matter-intellivision-technologies-corp,An official website of the United States government
US_ENF_FTC_027,US,US_FED_002,FTC Act Section 5,"Intellivision, In the Matter of",Intellivision,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,settlement,TRUE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/232-3023-intellivision-matter,An official website of the United States government
US_ENF_FTC_028,US,US_FED_002,FTC Act Section 5,Pornhub/Mindgeek/Aylo,Pornhub/Mindgeek/Aylo,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,settlement,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/pornhubmindgeekaylo,An official website of the United States government
US_ENF_FTC_029,US,US_FED_002,FTC Act Section 5,Concurring Statement of Commissioner Andrew N. Ferguson COPPA Rule Amendments,Concurring Statement of Commissioner Andrew N. Ferguson COPPA Rule Amendments,technology,coppa_violation;deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/public-statements/concurring-statement-commissioner-andrew-n-ferguson-coppa-rule-amendments,An official website of the United States government
US_ENF_FTC_030,US,US_FED_002,FTC Act Section 5,Apitor,Apitor,technology,coppa_violation;deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,settlement,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/apitor,An official website of the United States government
US_ENF_FTC_031,US,US_FED_002,FTC Act Section 5,"Facebook, Inc., In the Matter of","Facebook, Inc.",technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,5000000000,settlement,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/092-3184-182-3109-c-4365-facebook-inc-matter,An official website of the United States government
US_ENF_FTC_032,US,US_FED_002,FTC Act Section 5,"General Motors LLC., et al., In the Matter of","General Motors LLC., et al.",technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/2423052-general-motors-llc-et-al-matter,An official website of the United States government
US_ENF_FTC_033,US,US_FED_002,FTC Act Section 5,Statement of Commissioner Mark R. Meador Regarding Section 6(b) Resolution Relating to Generative AI Companion Products or Services,Statement of Commissioner Mark R. Meador Regarding Section 6(b) Resolution Relating to Generative AI Companion Products or Services,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,TRUE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/public-statements/statement-commissioner-mark-r-meador-regarding-section-6b-resolution-relating-generative-ai,An official website of the United States government
US_ENF_FTC_034,US,US_FED_002,FTC Act Section 5,Disney,Disney,technology,coppa_violation;deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,10000000,civil_penalty,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/disney,An official website of the United States government
US_ENF_FTC_001,US,US_FED_002,FTC Act Section 5,"Intellivision, In the Matter of",Intellivision,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,settlement,TRUE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/232-3023-intellivision-matter,An official website of the United States government
US_ENF_FTC_002,US,US_FED_002,FTC Act Section 5,"Verkada Inc., U.S. v.",Verkada Inc.,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,civil_penalty,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/2123068-verkada-inc-us-v,An official website of the United States government
US_ENF_FTC_003,US,US_FED_002,FTC Act Section 5,"Snap, Inc., U.S. v.",Snap,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/232-3039-snap-inc-us-v,An official website of the United States government
US_ENF_FTC_004,US,US_FED_002,FTC Act Section 5,Dissenting Statement of Commissioner Andrew N. Ferguson Joined by Commissioner Melissa Holyoak Regarding the Surveillance Pricing 6(b) Staff Research Summaries,Dissenting Statement of Commissioner Andrew N. Ferguson Joined by Commissioner Melissa Holyoak Regarding the Surveillance Pricing 6(b) Staff Research Summaries,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,TRUE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/public-statements/dissenting-statement-commissioner-andrew-n-ferguson-joined-commissioner-melissa-holyoak-regarding-0,An official website of the United States government
US_ENF_FTC_005,US,US_FED_002,FTC Act Section 5,"1Health.io/Vitagene, In the Matter of",1Health.io/Vitagene,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,settlement,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/1923170-1healthiovitagene-matter,An official website of the United States government
US_ENF_FTC_006,US,US_FED_002,FTC Act Section 5,Concurring Statement of Commissioner Andrew N. Ferguson COPPA Rule Amendments,Concurring Statement of Commissioner Andrew N. Ferguson COPPA Rule Amendments,technology,coppa_violation;deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/public-statements/concurring-statement-commissioner-andrew-n-ferguson-coppa-rule-amendments,An official website of the United States government
US_ENF_FTC_007,US,US_FED_002,FTC Act Section 5,"Support King, LLC (SpyFone.com), In the Matter of","Support King, LLC (SpyFone.com)",technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/192-3003-support-king-llc-spyfonecom-matter,An official website of the United States government
US_ENF_FTC_008,US,US_FED_002,FTC Act Section 5,Statement of Commissioner Mark R. Meador Regarding Section 6(b) Resolution Relating to Generative AI Companion Products or Services,Statement of Commissioner Mark R. Meador Regarding Section 6(b) Resolution Relating to Generative AI Companion Products or Services,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,0,consent_order,TRUE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/public-statements/statement-commissioner-mark-r-meador-regarding-section-6b-resolution-relating-generative-ai,An official website of the United States government
US_ENF_FTC_009,US,US_FED_002,FTC Act Section 5,Avast,Avast,technology,deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,16500000,settlement,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/2023033-avast,An official website of the United States government
US_ENF_FTC_010,US,US_FED_002,FTC Act Section 5,Disney,Disney,technology,coppa_violation;deceptive_practice;privacy_violation;security_violation;unfair_practice,2025.6.17,2025.6.17,10000000,civil_penalty,FALSE,FTC,https://www.ftc.gov/legal-library/browse/cases-proceedings/disney,An official website of the United States government
US_FTC_1810227,US,US_FTC,Federal Trade Commission Act,Alimentation Couche-Tard Inc. and CrossAmerica Partners LP,Alimentation Couche-Tard Inc. and CrossAmerica Partners LP,Unknown,Civil Penalty (Order Violation),,2020.7.6 0:00,3500000,Merger,FALSE,Federal Trade Commission,https://www.ftc.gov/news-events/press-releases/2020/07/alimentation-couche-tard-crossamerica-partners-agree-to-pay-civil-penalty,Alimentation Couche-Tard Inc. and CrossAmerica Partners LP Agree to Pay $3.5 Million Civil Penalty to Settle FTC Allegations that they Violated 2018 Order | Federal Trade Commission
US_FTC_1610129,US,US_FTC,Federal Trade Commission Act,Canon/MS Holding,Canon/MS Holding,Unknown,Civil Penalty (7a),,2019.6.10 0:00,5000000,Merger,FALSE,Federal Trade Commission,https://www.ftc.gov/news-events/press-releases/2019/06/canon-inc-toshiba-corporation-agree-pay-5-million-violating,"Canon Inc., Toshiba Corporation Agree to Pay $5 Million for Violating Federal Antitrust Laws | Federal Trade Commission"
US_FTC_1810077,US,US_FTC,Federal Trade Commission Act,James Dolan & Kristin Dolan/Madison Square Garden,James Dolan & Kristin Dolan/Madison Square Garden,Unknown,Civil Penalty (7a),,2018.12.6 0:00,609810,Merger,FALSE,Federal Trade Commission,https://www.ftc.gov/news-events/press-releases/2018/12/ftc-charges-executive-whose-company-owns-new-york-knicks-new-york,"FTC Charges Executive Whose Company Owns New York Knicks, New York Rangers with Violations of U.S. Premerger Notification Requirements | Federal Trade Commission"
US_FTC_1610135,US,US_FTC,Federal Trade Commission Act,Mitchell Rales/Colfax,Mitchell Rales/Colfax,Unknown,Civil Penalty (7a),,2017.1.17 0:00,180000,Merger,FALSE,Federal Trade Commission,https://www.ftc.gov/news-events/press-releases/2017/01/two-separate-actions-ftc-charges-investors-violations-us,"In Two Separate Actions, FTC Charges Investors with Violations of U.S. Premerger Notification Requirements | Federal Trade Commission"
US_FTC_1610189,US,US_FTC,Federal Trade Commission Act,Ahmet Okumus/Web.com,Ahmet Okumus/Web.com,Unknown,Civil Penalty (7a),,2017.1.17 0:00,180000,Merger,FALSE,Federal Trade Commission,https://www.ftc.gov/news-events/press-releases/2017/01/two-separate-actions-ftc-charges-investors-violations-us,"In Two Separate Actions, FTC Charges Investors with Violations of U.S. Premerger Notification Requirements | Federal Trade Commission"
US_FTC_1510064,US,US_FTC,Federal Trade Commission Act,Fayez Sarofim/Kinder Morgan,Fayez Sarofim/Kinder Morgan,Unknown,Civil Penalty (7a),,2016.10.28 0:00,720000,Merger,FALSE,Federal Trade Commission,https://www.ftc.gov/news-events/press-releases/2016/10/investment-firm-founder-fayez-sarofim-pay-720000-settle-ftc,"Investment Firm Founder Fayez Sarofim to Pay $720,000 to Settle FTC Charges For Violation of U.S. Premerger Notification Requirements | Federal Trade Commission"
US_FTC_1510123,US,US_FTC,Federal Trade Commission Act,Caledonia/Bristow,Caledonia/Bristow,Unknown,Civil Penalty (7a),,2016.8.10 0:00,480000,Merger,FALSE,Federal Trade Commission,https://www.ftc.gov/news-events/press-releases/2016/08/investment-trust-pay-480000-settle-ftc-charges-it-violated-us,"Investment Trust to Pay $480,000 to Settle FTC Charges It Violated U.S. Premerger Notification Requirements | Federal Trade Commission"
US_FTC_1010080,US,US_FTC,Federal Trade Commission Act,FTC v McWane Inc,FTC v McWane Inc,Unknown,Civil Penalty (Order Violation),,2016.4.25 0:00,120000,Nonmerger,FALSE,Federal Trade Commission,https://www.ftc.gov/news-events/press-releases/2016/04/star-pipe-products-ltd-agrees-120000-civil-penalty-new,"Star Pipe Products, Ltd. Agrees to $120,000 Civil Penalty and New Obligations to Settle Charges that It Violated FTC Order | Federal Trade Commission"
US_FTC_1510060,US,US_FTC,Federal Trade Commission Act,Mr. Len Blavatnik/TangoMe,Mr. Len Blavatnik/TangoMe,Unknown,Civil Penalty (7a),,2015.10.6 0:00,656000,Merger,FALSE,Federal Trade Commission,https://www.ftc.gov/enforcement/cases-proceedings/151-0060/len-blavatnik-care-access-industries,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_1510015,US,US_FTC,Federal Trade Commission Act,Leucadia/KCG,Leucadia/KCG,Unknown,Civil Penalty (7a),,2015.9.22 0:00,173000000,Merger,FALSE,Federal Trade Commission,https://www.ftc.gov/enforcement/cases-proceedings/151-0015/leucadia-national-corporation-kcg-holdings-inc,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_1210019,US,US_FTC,Federal Trade Commission Act,Third Point/Yahoo,Third Point/Yahoo,Unknown,Civil Penalty (7a),,2015.8.24 0:00,,Merger,FALSE,Federal Trade Commission,https://www.ftc.gov/enforcement/cases-proceedings/121-0019/third-point-llc,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_1410095,US,US_FTC,Federal Trade Commission Act,Berkshire Hathaway/USG,Berkshire Hathaway/USG,Unknown,Civil Penalty (7a),,2014.8.20 0:00,283600000,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/enforcement/cases-proceedings/141-0095/berkshire-hathaway-inc,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_1210179,US,US_FTC,Federal Trade Commission Act,Barry Diller / Coca Cola,Barry Diller / Coca Cola,Unknown,Civil Penalty (7a),,2013.7.2 0:00,63400000,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/opa/2013/07/diller.shtm,"Barry Diller to Pay $480,000 to Settle FTC Allegations Related to Premerger Filing Requirements | Federal Trade Commission"
US_FTC_1210203,US,US_FTC,Federal Trade Commission Act,Ronald O. Perelman/Scientific Games Corporation,Ronald O. Perelman/Scientific Games Corporation,Unknown,Civil Penalty (7a),,2013.6.20 0:00,720000,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/1210203/index.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_1110224,US,US_FTC,Federal Trade Commission Act,"Biglari Holdings, Inc. / Cracker Barrel Old Country Store, Inc.","Biglari Holdings, Inc. / Cracker Barrel Old Country Store, Inc.",Unknown,Civil Penalty (7a),,2012.9.25 0:00,66000000,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/1110224/index.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_1010034,US,US_FTC,Federal Trade Commission Act,Brian L. Roberts / Comcast,Brian L. Roberts / Comcast,Unknown,Civil Penalty (7a),,2011.12.16 0:00,500000,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/1010034/index.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_910082,US,US_FTC,Federal Trade Commission Act,"Toys R Us, Inc.","Toys R Us, Inc.",Unknown,Civil Penalty (Order Violation),,2011.3.29 0:00,1300000,Nonmerger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/9410040/index.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_610064,US,US_FTC,Federal Trade Commission Act,"Aspen Technology, Inc.","Aspen Technology, Inc.",Unknown,Civil Penalty (Order Violation),,2009.7.6 0:00,,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/adjpro/d9310/index.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_810219,US,US_FTC,Federal Trade Commission Act,John C. Malone / Discovery Holding,John C. Malone / Discovery Holding,Unknown,Civil Penalty (7a),,2009.6.23 0:00,1400000,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/0810219/index.shtm,"Liberty Media Corporation and John C. Malone, United States of America (for the Federal Trade Commission) | Federal Trade Commission"
US_FTC_610235,US,US_FTC,Federal Trade Commission Act,Bristol-Myers Squibb,Bristol-Myers Squibb,Unknown,Civil Penalty (Order Violation),,2009.3.31 0:00,2100000,Nonmerger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/0610235/index.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_510091,US,US_FTC,Federal Trade Commission Act,"ESL Partners, L.P. / Autozone / Sears","ESL Partners, L.P. / Autozone / Sears",Unknown,Civil Penalty (7a),,2008.12.15 0:00,,Merger & Nonmerger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/0510091/index.shtmC:\Documents and Settings\jremy\Local Settings\Temporary Internet Files\Content.Outlook\T59RT7RP\Case Page Analysis - OED.xlsxExhibit!E9,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_510204,US,US_FTC,Federal Trade Commission Act,"ValueAct Capital Partners, L.P.","ValueAct Capital Partners, L.P.",Unknown,Civil Penalty (7a),,2007.12.19 0:00,1100000,Merger & Nonmerger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/0510204/index.shtm,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you_e on a federal government site."
US_FTC_510184,US,US_FTC,Federal Trade Commission Act,James D. Dondero / Motient Corporation,James D. Dondero / Motient Corporation,Unknown,Civil Penalty (7a),,2007.5.21 0:00,50000000,Merger,FALSE,Federal Trade Commission,http://www.ftc.gov/os/caselist/0510184/index.shtm,"Dondero, James D. c/o Highland Capital Management, LP, United States of America (for the FTC) | Federal Trade Commission"
