enforcement_id,country_code,company_name,sector,violation_group,violation_type,enforcement_date,fine_amount_usd,enforcing_agency,summary,source_url
27 U 2473/24 e,DE,,,privacy-related offenses,lawful basis violation,2024-11-19,0,OLG München,A court held that the controller's interest in assessing credit risk related to payment defaults overrode the data subjects interest even though the debt was relatively small and subsequently settled.,
20 U 51/24,DE,,,privacy-related offenses,lawful basis violation,2024-10-31,0,OLG Düsseldorf,"A court decided that the transmission of positive data to credit agencies by a telecommunications company for purposes of fraud prevention constitutes a legitimate interest, Article 6(1)(f) GDPR.",
29 K 4853/22,DE,Landesbeauftragte für Datenschutz und Informationsfreiheit,,other,"31, 57, 58(1)(e), 58(2), 77, 78",2024-11-11,0,VG Düsseldorf,A court held that the DPA had sufficiently investigated claims of a data breach and that the data subject did not have a right to force the DPA to take corrective measures under Article 58(2) GDPR as the controller was not identified during the investigation.,
6 U 127/24,DE,,,other,18,2024-10-31,0,OLG Frankfurt am Main,The court ruled that a credit rating agency lawfully ceased to provide a data subject's credit score to its partners after the data subject challenged the credit scorings legality.,
13 O 220/23,DE,,,privacy-related offenses,lawful basis violation,2024-09-25,0,LG Kiel,A court held that the transfer of personal data to a credit rating agency about the conclusion of a mobile phone contract could be based on legitimate interest under Article 6(1)(f) GDPR since the data subject could not show a negative effect on his credit score. An action for a declaratory judgement for future damages was inadmissible since future damages were considered improbable.,
27 O 60/24,DE,,,privacy-related offenses,lawful basis violation,2024-10-16,0,LG Stuttgart,"A court held that the default transfer of personal data to a credit rating agency about the conclusion of a mobile phone contract cannot be based on legitimate interest under Article 6(1)(f) GDPR. However, such a transfer in itself does not entitle a data subject to non-material damages.",
10 O 4/24,DE,"S
C",,privacy-related offenses,lawful basis violation,2024-09-30,0,LG Itzehoe,A court held that a telecommunications company lawfully transmitted 'positive data' of a data subject to credit information agencies under legitimate economic interests.,
1 A 217/22 MD,DE,,,privacy-related offenses,lawful basis violation,2024-03-18,0,VG Magdeburg,"A court held that if a controller does not comply with the legal obligations regarding cold calling this fact has to be taken into account for the balancing test under Article 6(1)(f) GDPR. The court confirmed that this balancing test turned out against the controller, thus the processing was unlawful.",
62 O 88/23,DE,,,privacy-related offenses,access request violation,2024-08-26,0,LG Aschaffenburg,A court  held that the bad feeling about contributing to the business model of a social media platform does not constitute a non-material damage under Article 82 GDPR.,
AN 14 K 20.00941,DE,Bayerischen Landesamtes für Datenschutzaufsicht,,privacy-related offenses,access request violation,2024-06-12,0,VG Ansbach,A court ordered the DPA to adopt a corrective measure under Article 58(2) GDPR against a controller who violated a data subject's right of access.,
6 U 192/23,DE,Microsoft Corporation,,,,2024-06-27,0,OLG Frankfurt am Main,"A court ordered Microsoft to refrain from placing and storing cookies on the data subject's devices without consent, even if this requires Microsoft to stop placing tracking cookies at all.",
VI ZR 370/22,DE,,,other,13(1)(b),2024-05-14,0,BGH,"The Federal Court of Justice held that under Article 13(1)(b) GDPR, the controller is not obligated to provide data subjects the name of their DPO, as long as they provide the DPO's contact details.",
15 U 60/23,DE,"Google Ireland Limited
Google Limited Liability Company",,other,"4(7), 17",2024-07-04,0,OLG Köln,"A court held that Google Ireland Limited, as the operator of the Google search engine, is a controller for displaying search results, irrespective of the fact that the search results are provided by the US based Google LLC.",
11 Sa 808/23,DE,,,privacy-related offenses,access request violation,2024-03-07,0,LAG Düsseldorf,"A regional labour court awarded a data subject €750 in non-material damages because the controller continuously ignored their repeated access requests, violating Article 15 GDPR.",
6 O 2465/23,DE,,,privacy-related offenses,access request violation,2024-05-22,0,LG Traunstein,A court held that Article 22 GDPR only applies to the calculation of a credit score by a credit rating agency if no additional information is used in the subsequent loan approval process by a natural person.,
3 O 300/23,DE,"Tenants
Estate agent",,privacy-related offenses,access request violation,2024-06-04,0,LG Frankenthal,A court held that an estate agent did not violate the privacy of a tenant by using pictures to advertise a property that were taken with the tenant's consent.,
4 U 49/23,DE,Facebook,,privacy-related offenses,lawful basis violation,2023-12-20,0,OLG Stuttgart,"A court ordered Facebook to erase files documenting the blocking of the data subject's account, because the data was outdated and was not necessary for the legal defence of legal claims or quality assurance.",
2 Ca 4416/23,DE,"A
B",,privacy-related offenses,access request violation,2024-02-15,0,AG Düsseldorf,"A court dismissed a data subject's claim for non-material damages as a mere assertion of a ""loss of control"" was not sufficient to demonstrate actual damages.",
VI ZR 223/21,DE,,,privacy-related offenses,access request violation,2024-04-16,0,BGH,The Federal Court of Justice ordered an insurance company to disclose and share the requested personal data with the data subject in relation to the termination of his contract.,
Beschäftigtendatenschutz: Information von Arbeitgeber:innen über krankheitsbedingte Abwesenheiten,DE,"Complainant
Company",,privacy-related offenses,special category data violation,,81000,HmbBfDI,"A Hamburg-based company was fined €75,000 for requiring employees to disclose their sickness-related absences to a large email distribution list, violating GDPR rules on sensitive data processing (Article 9(1) GDPR).",
6 ZB 23.530,DE,"A
Bundespolizei",,privacy-related offenses,lawful basis violation,2023-06-29,0,VGH München,"The Administrative Court dismissed the lawsuit regarding the requests to compel the defendant to remove the entire file regarding the disciplinary proceedings of the plaintiff, as well as all documents from the plaintiff's personnel file",
5 Sa 154/23,DE,"Callcenter
Employee",,privacy-related offenses,access request violation,2024-02-08,0,LAG Rheinland-Pfalz,A court held that the delayed provision of information in response to a request pursuant to Article 15(1) GDPR does not in itself constitute non-material damage.,
2 U 63/22,DE,Dansk Retursystem,,privacy-related offenses,lawful basis violation,2024-02-02,0,OLG Stuttgart,"A German Court dismissed a data subject's claim for non-material damages against Dansk Retursystem for sending advertising letter without customer relationship, not violating Article 6(1)(f) GDPR.",
6 U 58/23,DE,"Telekom Deutschland GmbH
Verbraucherzentrale NRW e.V., Beratungsstelle Köln",,privacy-related offenses,special category data violation,2023-11-03,0,OLG Köln,"The Higher Regional Court of Cologne confirmed a lower court’s decision holding that Telekom Deutschland GmbH, as a controller, should refrain from transmitting personal data collected through the use of analysis and marketing cookies to third countries in the absence of appropriate safeguards under Article 44 GDPR.",
15 U 45/23,DE,,,privacy-related offenses,lawful basis violation,,0,OLG Köln,A court held that a social network is not obligated to erase files documenting the blocking of the data subject's account when data could be needed for future legal disputes.,
6 U 80/23,DE,WetterOnline Meteorologische Services GmbH,,other,4(11),2024-01-19,0,OLG Köln,"The Higher Regional Court of Cologne, on appeal, ordered a controller to provide for an equivalent reject option on a cookie banner and to refrain from using a misleading ""Accept and Close X"" button on the banner.",
11 K 3946/21,DE,"Postbeamtenkrankenkasse (PBeaKK, German Postal Civil Servants’ Health Insurance Fund)
Employee of Deutsche Bundespost (nowadays Deutsche Telekom)",,privacy-related offenses,access request violation,2023-11-30,0,VG Stuttgart,"A court held that the right to information under Article 15 GDPR includes documents related to health benefits that contain personal data, including correspondence, and that the controller needs to be able to respond to large data requests.",
1 K 561/21,DE,"S-Bahn Berlin
Berlin DPA",,privacy-related offenses,access request violation,2023-10-12,0,VG Berlin,"The Berlin Administrative Court, on appeal, annulled a reprimand issued by the Berlin DPA and ruled that the operator of the Berlin S-Bahn network, as a controller, is not required to provide CCTV recordings to a data subject requesting access under Article 15 GDPR.",
51 C 206/23,DE,,,privacy-related offenses,access request violation,2023-08-17,0,AG Düsseldorf,A German court ordered a controller to pay €500 in damages to a data subject for refusing to respond to his access request under Article 15 GDPR. The controller argument that the data subject failed to prove his identity was rejected.,
Eine Liste mit Informationen über Beschäftigte in der Probezeit,DE,,,privacy-related offenses,special category data violation,,232200,BlnBDI,"A German DPA fined a company €215,000 for having unlawfully processed health data of its employees in the context of potential terminations of their contracts.",
1 M 49/23,DE,Magdeburg Administrative Court,,other,"53(1), 54(1)",2023-06-28,0,OVG Sachsen-Anhalt,The Higher Administrative Court of Saxony-Anhalt held that Article 53(1) GDPR and the principle of procedural transparency established therein do not allow an individual to challenge in court the election procedure of the head of a DPA.,
S 39 AS 517/23,DE,,,other,32,,0,SG Hamburg,"A German court found that a disable person can access their personal data in a format that suits their particular condition, even if this requires lowering technical and organisational standards pursuant to Article 32 GDPR.",
9 O 1571/20,DE,Energie AG,,privacy-related offenses,lawful basis violation,2023-05-24,4320,LG Magdeburg,"Due to an incorrect entry with the Schufa credit ranking agency, a data subject's score was negatively impacted. A german Court awarded the data subject €4,000 for non-material damages under Article 82 GDPR, taking into consideration, among other things, the impact of the unlawful entry on the data subject's mental health.",
9 AZR 383/19,DE,,,privacy-related offenses,lawful basis violation,2023-06-06,0,undefined,"The German Federal Labour Court implemented CJEU's decision C-453/21, holding that the chairman of the Works Council of a subsidiary was rightfully dismissed as the DPO of the group of undertakings for a conflict of interests between the two functions.",
31.05.2023,DE,,,privacy-related offenses,access request violation,,324000,BlnBDI,"In a rare case of enforcement of Article 22(3) GDPR, a German DPA (Berlin) fined a bank €300,000 for not having provided the data subject with a meaningful explanation about the logic involved in an automated decision affecting them and all the elements necessary to challenge it.",
16-536/007#0176-Verwarnung,DE,ITZBund,,other,58(2)(b),2023-01-27,0,BfDI,The use of Cloudflare violates Art. 44 DSGVO.,
33 O 376/22,DE,"Verbraucherzentrale NRW e.V., Beratungsstelle Köln
Telekom Deutschland GmbH",,privacy-related offenses,lawful basis violation,2023-03-23,0,LG Köln,"In what is one of the first judicial decisions on the matter, a national court held that data transfer to the US in the context of Google Analytics was unlawful.",
3 O 277/22,DE,,,privacy-related offenses,lawful basis violation,2023-01-16,0,LG Baden-Baden,"The Regional Court of Baden-Baden ruled that access to a controller's website for the sole purpose of generating data protection claims for damages breaches the German law principle of ""good faith"" and therefore no compensation under Article 82 GDPR was possible.",
Bußgeld wegen des Betriebs einer Dashcam im Straßenverkehr,DE,,,other,4(1),,0,HmbBfDI,"Hamburg DPA applied the understanding of the German Federal Court of Justice, according to which permanent, indiscriminate video recording of public spaces using a dashcam is unlawful. Dashcams may operate in an event-based mode.",
3 Ca 150/21,DE,,,privacy-related offenses,access request violation,2023-02-09,0,ArbG Oldenburg,"The Oldenburg Labour Court ordered a company to pay €10,000 in non-material damages to a former employee. The controller had failed to respond to an access request during an employment dispute.",
631.457.4 521.14765.10,DE,Healy,,privacy-related offenses,access request violation,2022-08-09,0,BlnBDI,"In an Article 60 GDPR decision, the Berlin DPA reprimanded a controller for the violation of Articles 6, 12(3) and 17 GDPR. In order to comply with an erasure request, the controller requested the data subject to log in with her customer account, which she did not have, because she was never a customer.",
Auskunftsanspruch nach Art. 15 DSGVO,DE,"Bank
Tax Office",,privacy-related offenses,access request violation,2023-02-03,0,FG München,A data subject cannot have access to information under Article 15 GDPR on tax assessments if the data goes beyond the input data.,
4 Sa 201 22,DE,,,privacy-related offenses,access request violation,2023-01-25,0,LAG Nürnberg,"The State Labour Court Nürnberg held that compensation for non-material damages under Article 82(1) GDPR in connection to a violation of Article 15 GDPR can only be sought in the case of unlawful data processing,  and not in the case of delayed or omitted information provision.",
10 O 14/21,DE,,,privacy-related offenses,lawful basis violation,2023-01-22,0,LG Wiesbaden,The Regional Court Wiesbaden held a data subject could not make a claim for injunctive relief for an alleged violation of his data subject rights because the GDPR does not allow such claims and leaves no room for a national provision in civil law.,
10 E 1898/22,DE,,,privacy-related offenses,access request violation,2022-12-01,0,VGH Kassel,The responsive Court for internal data operation is the proper local court of residential the plaintiff.,
8 U 165/22,DE,,,privacy-related offenses,access request violation,2022-12-15,0,OLG Celle,"The Higher Regional Court of Celle overturned the decision of a lower court, holding that the motivation of a data subject's Article 15 GDPR access request is irrelevant to the legitimacy of the request.",
12 U 305/21,DE,,,privacy-related offenses,access request violation,2022-11-29,0,OLG Karlsruhe,A German Court of Appeal confirmed the decision of a lower court and affirmed that an access request pursuant to Article 15 GDPR constitutes an abuse of rights when it is not motivated by data protection reasons.,
2 K 98/20,DE,,,privacy-related offenses,special category data violation,2022-06-27,0,VG Berlin,"The Administrative Court of Berlin held that the interest of secrecy of Bundestag members about their ""old-age compensation due to health problems"" outweighs a journalist's interest in collecting the information as it concerns special categories of personal data under Article 9(1) GDPR. However, this was not the case for deceased persons as their data does not constitute personal data according to Article 4(1) GDPR.",
Data from the land register is not freely available for use,DE,,,privacy-related offenses,lawful basis violation,,59400,LfDI,"The DPA of Baden-Wuerttemberg (LfDI) issued fines of €50,000 against a real estate development company and €5,000 against a surveyor for misuse of land register data in violation of Articles 6(1)(f) and 14 GDPR.",
Berlin DPO Conflict of Interest,DE,,,privacy-related offenses,lawful basis violation,,567000,BlnBDI,"The Berlin Commissioner for Data Protection and Freedom (BInBDI) fined a retail group €525,000 for violating Article 38(6) GDPR due to the conflict of interest of their DPO who independently monitored decisions made in their capacity as an executive of the company.",
15 Verg 8/22,DE,,,other,"5, 25, 28, 32, 42",2022-09-07,0,OLG Karlsruhe,"The OLG Karlsruhe overturned a decision of the procurement chamber of Baden-Württemberg holding, among other things, that the mere fact that a data processor is the subsidiary of a third-country business group does not put into doubt the processor's commitment to exclusively process personal data in the EEA.",
4 Ca 488/21,DE,"Employee
Care Service",,privacy-related offenses,lawful basis violation,2022-01-25,0,ArbG Kaiserslautern,The Labour Court of Kaiserslautern held that a former employer has to cease and desist from contacting prospective future employers of a former employee regarding their misconduct as their claims did not meet the threshold of Article 6(1)(f) GDPR.,
4 C 1845/21,DE,,,privacy-related offenses,access request violation,2022-08-05,0,AG Pforzheim,"A district court held that a controller fulfilled an access request under Article 15 GDPR due to its belief that the data provided was complete. Furthermore, it held that insults and harassment make a request abusive in the sense of Article 12(5) GDPR.",
Volkswagen,DE,Volkswagen Aktiengesellschaft,,other,"13, 28, 30, 35",,1188000,LfDI,"The DPA of Lower Saxony fined Volkswagen €1,100,000 for violating Articles 13, 28, 35 and 30 GDPR by, among others, conducting test-drives of its vehicle with cameras attached without informing the other road users.",
,DE,,,privacy-related offenses,lawful basis violation,,972000,LfD,"The DPA of Lower Saxony fined a bank €900,000 for creating customer profiles, enriched with third-party data, for advertising purposes, without consent. The DPA held that such processing cannot be based upon legitimate interest as per Article 6(1)(f).",
6 C 7.20,DE,,,privacy-related offenses,lawful basis violation,2022-03-02,0,BVerwG,The Federal Administrative Court held that in the context of a request for rectification under Article 16 GDPR the data subject must prove that the data designated to replace the currently processed data is accurate itself.,
I ZR 25/19,DE,"Städtische Werke Lauf a.d. Pegnitz GmbH
eprimo GmbH",,,,2022-01-12,0,BGH,The Federal Court of Justice held in an unfair competition case that the display of advertisements disguised as emails in a user's email inbox is unlawful without prior consent.,
4 S 1/21,DE,,,privacy-related offenses,damages claim,2022-03-16,0,LG Heidelberg,The Regional Court of Heidelberg awarded a data subject damages in the amount of €25 pursuant to Article 82 GDPR after receiving unsolicited advertising emails.,
9 Wx 23/21,DE,Instagram,,privacy-related offenses,lawful basis violation,2022-02-23,0,OLG Schleswig,"The Higher Regional Court of Schleswig-Holstein held that in cases where one user's content infringes another user's personality rights under criminal law, Instagram must provide the affected person information about the perpetrator.",
16 K 5148/20,DE,Tax Authority,,privacy-related offenses,access request violation,2021-10-27,0,FG Berlin-Brandenburg,The Financial Court of Berlin-Brandenburg held that the right to a copy of personal data pursuant to Article 15(3) GDPR does not entail the provision of copies of entire files by a tax authority.,
16 K 2059/21,DE,Tax Authority,,privacy-related offenses,access request violation,2022-01-26,0,FG Berlin-Brandenburg,"The Financial Court of Berlin-Brandenburg held that data subjects must specify the data requested under Article 15(1) GDPR when the controller processes large amounts of data, and that a request concerning any type of data over a period of more than 50 years is excessive.",
4 U 1905/21,DE,,,privacy-related offenses,access request violation,2022-03-15,0,OLG Dresden,The Higher Regional Court Dresden held that an insurance company can reject a request to access as excessive if the request's purpose is not to be aware of or verify the lawfulness of the processing but to verify the validity of increases to insurance premiums.,
not available,DE,BREBAU GmbH,,privacy-related offenses,special category data violation,2022-03-03,2052000,LfDI,"Bremen's DPA issued a €1,900,000 fine against Brebau GmbH (a residential property management company) for unlawfully processing the sensitive data of over 9500 prospective tenants, including aspects like their skin colour, religious affiliation, sexual orientation, health status, hairstyle and body odour.",
28 O 221/21,DE,SCHUFA Holding AG,,privacy-related offenses,lawful basis violation,,0,LG Köln,The Regional Court of Cologne held that a credit rating agency (SCHUFA) is allowed to process information about the discharge of residual debt by an insolvency court for 3 years.,
VG 4 K 1191/19,DE,"Municipal administration association for water supply
Property owner",,privacy-related offenses,access request violation,2022-02-04,0,VG Cottbus,The Administrative Court of Cottbus held that the installation of a water meter with a radio module may be lawful under Article 6(1)(e) GDPR.,
31 O 16606/20,DE,Scalable Capital,,privacy-related offenses,damages claim,2021-12-09,0,LG München,"The Regional Court of Munich ordered Scalable Capital to pay non-material damages of € 2,500, - to data subject pursuant to Article 82(1) GDPR, for a theft of their personal identity and financial data, because it violated Article 32(1) GDPR which led to a data breach.",
3 Ws 250/21 - 161 AR 64/21,DE,"Deutsche Wohnen SE
BlnBDI
Staatsanwaltschaft Berlin (Berlin public prosecutor's office)",,privacy-related offenses,lawful basis violation,,0,KG Berlin,The Higher Regional Court of Berlin (KG Berlin) suspended ongoing proceedings and referred two preliminary questions to clarify the relationship between the GDPR and national law regarding administrative offences to the CJEU.,
11 U 172/19 (Kart),DE,"German Football Association (Deutscher Fußball Bund, DFB)
several consultancies for professional footballers (players' agents)",,privacy-related offenses,lawful basis violation,2021-11-30,0,OLG Frankfurt,"The Higher Regional Court of Frankfurt ruled that, under Article 6(1)(f) GDPR, the interests of the German Football Association (DFB) in enacting disclosure requirements for player agent services outweighed those of player agents in maintaining confidentiality.",
4 U 1158/21,DE,,,privacy-related offenses,lawful basis violation,2021-11-30,0,OLG Dresden,"The Higher Regional Court of Dresden dismissed an appeal for higher damages because it deemed the previously awarded amount of € 5,000 to be appropriate.",
5 O 151/19,DE,,,privacy-related offenses,special category data violation,2021-11-22,0,LG Saarbrücken,See Holding for questions referred.,
2 O 448/20,DE,,,privacy-related offenses,access request violation,2021-10-06,0,LG Krefeld,"The Regional Court of Krefeld rejected a data subject's access request to obtain information on the reasoning behind adjustments made to their health insurance premiums, as the data subject pursued an interest outside of data protection.",
Vattenfall Europe Sales GmbH,DE,,,other,access request violation,,973500,HmbBfDI,"The Hamburg DPA fined Vattenfall Europe, an energy provider, €901,388 for violating Articles 12 and 13 GDPR by not informing their customers of data reconciliation sufficiently.",
4 U 324/21,DE,,,privacy-related offenses,access request violation,2021-08-31,0,OLG Dresden,The Higher Regional Court of Dresden dismissed a claim for damages under Article 82 GDPR because it held that the claimant had implicitly consented to the deletion of their personal data contained on the hard disk of a laptop they sent to the defendant for repair.,
VI ZR 576/19,DE,,,privacy-related offenses,access request violation,2021-06-15,0,BGH,"The Federal Court of Justice specified the scope and requirements for the fulfillment of a right of access. Among other things, a right of access is not limited to ""essential biographical information"" and also extends to data in ""internal processes"".",
521.11.871,DE,"A
Outfittery GmbH",,privacy-related offenses,lawful basis violation,,0,BlnBDI,"The DPA of Berlin (BInBDI) issued a reprimand to a controller for violating Article 17(1) GDPR by not erasing personal data after a request for ersaure was received, even though there was no legal basis for further processing the data.",
Facebook/WhatsApp,DE,,,privacy-related offenses,lawful basis violation,2021-05-11,0,HmbBfDI,The Hamburg DPA (HmbBfDI) issued an order under the GDPR's urgency procedure prohibiting Facebook Ireland Ltd. from processing personal data from WhatsApp for its own purposes. The order is immediately enforceable.,
„Energieversorgerpool“ darf nicht zu gläsernen Verbraucher*innen führen,DE,,,privacy-related offenses,lawful basis violation,,0,DSK,The German Data Protection Conference (Datenschutzkonferenz) decided that credit agencies in cooperation with energy suppliers cannot rely on Article 6(1)(f) GDPR to collect customer data in a data pool to determine if a customer considers a longterm contractual relationship.,
"Fine EUR 300,000 against VfB Stuttgart 1893 AG",DE,VfB Stuttgart 1893 AG,,other,5(2),,324000,LfDI,"The Baden-Württemberg DPA (LfDI) issued a fine of  €300,000 on the soccer club VfB Stuttgart 1893 AG for neglectful breach of the accountability principle under Article 5(2) GDPR.",
"LG Berlin (526 OWi LG) 212 Js-OWi 1/20 (1/20), 526 OWiG LG 1/20",DE,"Deutsche Wohnen SE
BlnBDI",,privacy-related offenses,lawful basis violation,2021-02-18,0,LG Berlin,"The Regional Court Berlin (Landgericht Berlin - LG Berlin) overturned the decision of the DPA of Berlin, to fine Deutsche Wohnen SE €14,500,000 for violating Article 5(1)(c) and Article 5(1)(e) GDPR.",
2021-02-18 - 4/2021,DE,,,other,Other,,0,BfDI,The German Federal Commissioner for Data Protection and Freedom of Information (Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit - BfDI) criticized that 1000 days have been passed without adapting the German Telemedia Act (Telemediengesetz - TMG) and German Telecommunications Act (Telekommunikationsgesetz - TKG) to the GDPR.,
KiKxxl GmbH,DE,,,privacy-related offenses,lawful basis violation,,280800,BfDI,"The German Federal Network Agency (Bundesnetzagentur) fined the call center KiKxxl GmbH €260,000 for violating Article 6 GDPR by telephone advertising without permission.",
