enforcement_id,country_code,company_name,sector,violation_group,violation_type,enforcement_date,fine_amount_usd,enforcing_agency,summary,source_url
VTG24-67793,AU,Commonwealth Bank of Australia,financial services,financial offenses,banking violation,2015-11-25,57694400,Australian Securities and Investments Commission,"Commonwealth Bank of Australia agreed to refund approximately A$80 million to around 216,000 Wealth Package customers as compensation for failing to apply fee waivers, interest concessions and other benefits since 2008. The refund payments include an additional amount of interest to recognise the time elapsed since the relevant benefit was not applied. CBA reported this matter to ASIC under its breach reporting obligations in the Corporations Act.",https://asic.gov.au/about-asic/news-centre/find-a-media-release/2015-releases/15-355mr-commonwealth-bank-to-refund-80-million-after-failing-to-apply-benefits#!page=210&type=media%20releases
VTG24-67772,AU,BMW Australia Finance Limited,motor vehicles,consumer-protection-related offenses,consumer protection violation,2016-12-06,57337280,Australian Securities and Investments Commission,"ASIC has accepted an Enforceable Undertaking (EU) from car financier, BMW Australia Finance Limited, to compensate customers for its responsible lending failures. The agreement provided for A$72 million in customer redress and a A$5 million community benefit payment.",https://asic.gov.au/about-asic/news-centre/find-a-media-release/2016-releases/16-417mr-asic-action-sees-bmw-finance-pay-77-million-in-australia-s-largest-consumer-credit-remediation-program#!page=179&type=media%20releases
VTG24-67618,AU,Google LLC,information technology,consumer-protection-related offenses,privacy violation,2022-08-12,42584220,Australian Competition and Consumer Commission,"The Federal Court has ordered Google LLC to pay $60 million in penalties for making misleading representations to consumers about the collection and use of their personal location data on Android phones between January 2017 and December 2018, following court action by the ACCC.",https://www.accc.gov.au/media-release/google-llc-to-pay-60-million-for-misleading-representations
VTG24-84029,AU,Westpac Banking Corporation,financial services,employment-related offenses,labor standards violation,2025-11-14,39350531,Fair Work Ombudsman,"Westpac Banking Corporation back-paid nearly 47,000 staff to rectify underpayments over a period of 11 years and signed an Enforceable Undertaking with the Fair Work Ombudsman. The underpayments were primarily caused by failures in Westpac's systems, governance processes, and compliance oversight. Further shortcomings included inadequate record-keeping, reliance on systems requiring manual adjustments, and input errors. Employees were underpaid their casual loading and minimum wages for ordinary hours; allowances such as for higher duties and weekend penalties; termination payments, leave payments and more. As of the announcement, Westpac had back-paid a total of more than A$50.26 million, plus almost A$9 million in interest and applicable superannuation, to nearly 47,000 current and former staff who were underpaid between January 2014 and February 2025. Westpac was also required to an A$800,000 contrition payment to the Commonwealth Consolidated Revenue Fund.",https://www.fairwork.gov.au/newsroom/media-releases/2025-media-releases/november-2025/20251114-westpac-eu-media-release
VTG24-67622,AU,Telstra,telecommunications,consumer-protection-related offenses,consumer protection violation,2021-05-13,38874500,Australian Competition and Consumer Commission,"The Federal Court ordered that Telstra pay $50 million in penalties for engaging in unconscionable conduct when it sold mobile contracts to more than 100 Indigenous consumers across three states and territories, in proceedings brought by the ACCC.",https://www.accc.gov.au/media-release/telstra-to-pay-50m-penalty-for-unconscionable-sales-to-indigenous-consumers
VTG24-67623,AU,Garuda Indonesia,airlines,competition-related offenses,anti-competitive practices,2021-04-20,38763400,Australian Competition and Consumer Commission,"After the company dropped its appeal, the Federal Court approved a payment plan for airline PT Garuda Indonesia Ltd to pay a $19 million penalty the Court previously ordered relating to a long-running ACCC action against a global price fixing cartel in the air cargo industry.",https://www.accc.gov.au/media-release/garuda-drops-appeal-to-pay-19m-price-fixing-penalty-in-instalments
VTG24-67749,AU,Australia and New Zealand Banking Group Limited,financial services,financial offenses,banking violation,2017-11-20,37820700,Australian Securities and Investments Commission,"Australia and New Zealand Banking Group and National Australia Bank entered into enforceable undertakings with ASIC in relation to each bank's bank bill trading business and its participation in the setting of the Bank Bill Swap Rate (BBSW), a key Australian benchmark and reference interest rate. The Federal Court imposed pecuniary penalties of A$10 million each on ANZ and NAB for the attempts to engage in unconscionable conduct in respect of the setting of BBSW. The Court also noted that each of ANZ and NAB will give Enforceable Undertakings to ASIC which required them to take certain steps and to pay A$20 million to be applied to the benefit of the community, and that each will pay A$20 million towards ASIC's investigation and other costs.",https://asic.gov.au/about-asic/news-centre/find-a-media-release/2017-releases/17-393mr-asic-accepts-enforceable-undertakings-from-anz-and-nab-to-address-conduct-relating-to-bbsw#!page=150&type=media%20releases
VTG24-67750,AU,National Australia Bank,financial services,financial offenses,banking violation,2017-11-20,37820700,Australian Securities and Investments Commission,"Australia and New Zealand Banking Group and National Australia Bank entered into enforceable undertakings with ASIC in relation to each bank's bank bill trading business and its participation in the setting of the Bank Bill Swap Rate (BBSW), a key Australian benchmark and reference interest rate. The Federal Court imposed pecuniary penalties of A$10 million each on ANZ and NAB for the attempts to engage in unconscionable conduct in respect of the setting of BBSW. The Court also noted that each of ANZ and NAB will give Enforceable Undertakings to ASIC which required them to take certain steps and to pay A$20 million to be applied to the benefit of the community, and that each will pay A$20 million towards ASIC's investigation and other costs.",https://asic.gov.au/about-asic/news-centre/find-a-media-release/2017-releases/17-393mr-asic-accepts-enforceable-undertakings-from-anz-and-nab-to-address-conduct-relating-to-bbsw#!page=150&type=media%20releases
VTG24-67608,AU,BlueScope Steel,metals,competition-related offenses,anti-competitive practices,2023-08-29,36927938,Australian Competition and Consumer Commission,Steel manufacturer BlueScope Steel was ordered to pay a A$57.5 million penalty for attempting to fix prices for flat steel products supplied in Australia.,https://www.accc.gov.au/media-release/record-575-million-penalty-for-bluescope%E2%80%99s-attempted-price-fixing
VTG24-67743,AU,Allianz Australia Insurance Limited,financial services,financial offenses,insurance violation,2018-01-17,36286474,Australian Securities and Investments Commission,"Allianz Australia Insurance Limited agreed to refund A$45.6 million to 68,000 customers for add-on insurance sold through car dealerships that were of little to no value.",https://asic.gov.au/about-asic/news-centre/find-a-media-release/2018-releases/18-008mr-allianz-refunds-45-6-million-in-add-on-insurance-premiums#!page=144&type=media%20releases
VTG24-82021,AU,Google Asia Pacific,information technology,competition-related offenses,anti-competitive practices,2025-08-18,35776620,Australian Competition and Consumer Commission,Google admitted that it engaged in anti-competitive practices via agreements with Telstra and Optus regarding the pre-installation of Google Search on Android mobile phones. Google agreed to pay a total penalty of A$55 million.,https://www.accc.gov.au/media-release/google-admits-anti-competitive-conduct-involving-google-search-in-australia
VTG24-67640,AU,Yazaki Corporation,automotive parts,competition-related offenses,anti-competitive practices,2018-05-16,34475528,Australian Competition and Consumer Commission,"The Full Federal Court ordered Japanese company Yazaki Corporation to pay increased penalties of $46 million for cartel conduct, following an appeal by the ACCC. The trial judge had earlier found that Yazaki had engaged in anti-competitive cartel conduct in the supply of wire harnesses used in the manufacture of the Toyota Camry. The Full Court dismissed Yazaki's cross-appeal of the trial judge's finding that it had engaged in cartel conduct.",https://www.accc.gov.au/media-release/record-46-million-in-penalties-for-yazaki-cartel
VTG24-67620,AU,Trivago,miscellaneous services,consumer-protection-related offenses,consumer protection violation,2022-04-22,33130478,Australian Competition and Consumer Commission,"The Federal Court ordered Trivago to pay penalties of $44.7 million for making misleading representations about hotel room rates on its website and in television advertising, in proceedings brought by the ACCC.",https://www.accc.gov.au/media-release/trivago-to-pay-447-million-in-penalties-for-misleading-consumers-over-hotel-room-rates
VTG24-83699,AU,"Meta Platforms, Inc.",information technology,consumer-protection-related offenses,privacy violation,2024-12-17,31832150,Office of the Australian Information Commissioner,"The Australian Information Commissioner agreed to a A$50 million payment program as part of an enforceable undertaking (EU) received from Meta Platforms, Inc. to settle civil penalty proceedings. The payment scheme was open to eligible Australian Facebook users impacted by the Cambridge Analytica matter. The Commissioner alleged that the personal information of some Australian Facebook users was disclosed to the This is Your Digital Life app in breach of the Privacy Act 1988 (Cth). The information was exposed to the risk of disclosure to Cambridge Analytica and other third parties, and risked being used for political profiling purposes.",https://www.oaic.gov.au/news/media-centre/landmark-settlement-of-$50m-from-meta-for-australian-users-impacted-by-cambridge-analytica-incident
VTG24-67706,AU,Westpac Banking Corporation,financial services,financial offenses,banking violation,2022-04-22,29646960,Australian Securities and Investments Commission,"The Federal Court penalized Westpac A$40 million for charging advice fees to over 11,800 deceased customers.",https://asic.gov.au/about-asic/news-centre/find-a-media-release/2022-releases/22-097mr-westpac-penalised-113-million-after-multiple-asic-legal-actions#!page=40&type=media%20releases
VTG24-67734,AU,Westpac Banking Corporation,financial services,financial offenses,banking violation,2018-09-04,25212075,Australian Securities and Investments Commission,Westpac admitted breaching its responsible lending obligations when providing home loans and agreed to submit to a A$35 million civil penalty to resolve Federal Court proceedings under the National Consumer Credit Protection Act 2009 (Cth) (the National Credit Act). A three-week trial for this matter was due to commence in the Federal Court yesterday.,https://asic.gov.au/about-asic/news-centre/find-a-media-release/2018-releases/18-255mr-westpac-admits-to-breaching-responsible-lending-obligations-when-providing-home-loans-and-a-35-million-civil-penalty#!page=128&type=media%20releases
VTG24-67830,AU,Insurance Australia Group Limited,financial services,employment-related offenses,labor standards violation,2024-04-05,24960372,Fair Work Ombudsman,"Insurance Australia Group Limited (IAG) entities have back-paid workers more than A$21 million owed under federal workplace laws and signed an Enforceable Undertaking (EU) with the Fair Work Ombudsman. The underpayments were caused by basic shortcomings in the IAG entities' processes, including not having time and attendance systems in place, resulting in them not paying employees for their actual hours of work. In addition, the IAG entities back-paid workers a total of A$16.2 million in long service leave entitlements that was owed under state and territory laws between 2013 and 2022. IAG also made a A$650,000 contrition payment to the Commonwealth's Consolidated Revenue Fund.",https://www.fairwork.gov.au/newsroom/media-releases/2024-media-releases/april-2024/20240405-iag-ltd-eu-media-release
VTG24-67634,AU,Kawasaki Kisen Kaisha Ltd (K-Line),freight and logistics,competition-related offenses,anti-competitive practices,2019-08-02,23583614,Australian Competition and Consumer Commission,"Japanese shipping company Kawasaki Kisen Kaisha Ltd (K-Line) was convicted of criminal cartel conduct and ordered by the Federal Court to pay a fine of $34.5 million. The Federal Court found K-Line engaged in a cartel with other shipping companies in order to fix prices on the transportation of cars, trucks, and buses to Australia between 2009 and 2012.",https://www.accc.gov.au/media-release/k-line-convicted-of-criminal-cartel-conduct-and-fined-345-million
VTG24-67779,AU,Australia and New Zealand Banking Group Limited,financial services,financial offenses,banking violation,2016-09-05,21799008,Australian Securities and Investments Commission,"Australia and New Zealand Banking Group Limited agreed to refund A$28.8 million to 376,570 retail accounts, and 17,230 business accounts, after it failed to clearly disclose when certain periodical payment fees would apply.",https://asic.gov.au/about-asic/news-centre/find-a-media-release/2016-releases/16-291mr-anz-to-refund-nearly-29-million-to-more-than-390-000-accounts-as-a-result-of-unclear-fee-disclosures#!page=187&type=media%20releases
VTG24-67605,AU,Airbnb Ireland UC,miscellaneous services,consumer-protection-related offenses,consumer protection violation,2023-12-20,20215860,Australian Competition and Consumer Commission,"The Federal Court ordered Airbnb Ireland UC (Airbnb) to pay A$15 million in penalties and Airbnb agreed to offer up to A$15 million in compensation to eligible consumers, after Airbnb admitted it misled consumers about the currency of the prices on its accommodation platform.",https://www.accc.gov.au/media-release/airbnb-to-pay-15m-in-penalties-and-up-to-15m-compensation-for-misleading-consumers
VTG24-67644,AU,Nippon Yusen Kabushiki Kaisha,freight and logistics,competition-related offenses,anti-competitive practices,2017-08-03,19908575,Australian Competition and Consumer Commission,The Federal Courtconvicted Japanese shipping company Nippon Yusen Kabushiki Kaisha (NYK) of criminal cartel conduct and ordered it to pay a fine of $25 million.,https://www.accc.gov.au/media-release/nyk-convicted-of-criminal-cartel-conduct-and-fined-25-million
VTG24-67796,AU,National Australia Bank,financial services,financial offenses,banking violation,2015-07-24,18446750,Australian Securities and Investments Commission,"National Australia Bank's wealth management business announced the resolution of its compensation program due to issues with its Navigator Wrap platform, with A$25 million in compensation to be paid to approximately 62,000 customers. The issues related to tax estimation and income estimation errors on its the platform.",https://asic.gov.au/about-asic/news-centre/find-a-media-release/2015-releases/15-194mr-nab-wealth-refunds-additional-customers-following-asic-action#!page=220&type=media%20releases
VTG24-67625,AU,Wallenius Wilhelmsen Ocean AS,freight and logistics,competition-related offenses,anti-competitive practices,2021-02-05,18308880,Australian Competition and Consumer Commission,"Norwegian-based global shipping company Wallenius Wilhelmsen Ocean AS was convicted of criminal cartel conduct and ordered by the Federal Court to pay a fine of $24 million, in a case prosecuted by the Commonwealth Director of Public Prosecutions.",https://www.accc.gov.au/media-release/shipping-cartel-fines-now-total-835-million-after-wwo-conviction
VTG24-67681,AU,Telstra,telecommunications,competition-related offenses,anti-competitive practices,2010-07-28,16747014,Australian Competition and Consumer Commission,"Justice Middleton in the Federal Court, Melbourne penalized Telstra $18.55 million for denying competitors access to infrastructure in contravention of its carrier licence.",https://www.accc.gov.au/media-release/18-million-penalty-imposed-on-telstra
VTG24-67643,AU,Cement Australia,building materials,competition-related offenses,anti-competitive practices,2017-10-05,16185750,Australian Competition and Consumer Commission,"The Full Court of the Federal Court upheld an ACCC appeal, and dismissed a cross appeal by Cement Australia, against the penalties imposed on Cement Australia Pty Ltd and its related companies for making and giving effect to anti-competitive agreements. The trial judge had imposed penalties of $17.1 million against the Cement Australia companies. The Full Court ordered these companies to pay increased penalties totalling $20.6 million for breaching the anti-competitive provisions of the Act.",https://www.accc.gov.au/media-release/full-federal-court-orders-206million-penalties-against-cement-australia-companies
VTG24-67703,AU,Australia and New Zealand Banking Group Limited,financial services,financial offenses,banking violation,2022-10-26,15879125,Australian Securities and Investments Commission,The Federal Court ordered Australia and New Zealand Banking Group Limited (ANZ) pay a A$25 million penalty for failing to provide certain benefits it had agreed to give customers with offset transaction accounts or under a Breakfree package.,https://asic.gov.au/about-asic/news-centre/find-a-media-release/2022-releases/22-290mr-anz-penalised-25-million-for-misleading-customers-and-failing-to-provide-promised-account-benefits#!page=27&type=media%20releases
VTG24-84015,AU,Telstra Limited,telecommunications,consumer-protection-related offenses,telecommunications violation,2023-12-06,15842843,Australian Communications and Media Authority,"Telstra paid a A$3,010,320 penalty and refunded over A$17.7 million to thousands of customers after charging them for inactive internet services over an 11-year period. A further A$3.4 million was to be refunded by the end of the year.",https://www.acma.gov.au/articles/2023-12/telstra-pays-24-million-penalties-and-refunds-after-wrongly-charging-customers
VTG24-75688,AU,AGL Retail Energy Limited,utilities and power generation,consumer-protection-related offenses,consumer protection violation,2024-12-19,15744350,Australian Energy Regulator,"AGL Retail Energy Limited and three other subsidiaries of AGL Energy Limited were ordered by the Federal Court to pay penalties totaling A$25 million for failing to comply with their overcharging obligations related to Centrepay payments, in proceedings brought by the Australian Energy Regulator (AER).",https://www.aer.gov.au/news/articles/news-releases/agl-penalised-25-million-breaches-overcharging-rules-related-centrepay-payments
VTG24-67776,AU,Westpac Banking Corporation,financial services,financial offenses,banking violation,2016-09-08,15347000,Australian Securities and Investments Commission,"Westpac Banking Corporation refunded approximately A$20 million to around 820,000 customers for not clearly disclosing the types of credit card transactions that attract foreign transaction fees.",https://asic.gov.au/about-asic/news-centre/find-a-media-release/2016-releases/16-298mr-westpac-refunds-20-million-in-credit-card-foreign-transaction-fees-as-asic-warns-consumers-on-foreign-transaction-fees-for-australian-dollar-transactions#!page=186&type=media%20releases
VTG24-67735,AU,Commonwealth Bank of Australia,financial services,financial offenses,banking violation,2018-07-11,14912000,Australian Securities and Investments Commission,"Commonwealth Bank of Australia entered into a court enforceable undertaking with ASIC in relation to its bank bill trading business and participation in the setting of the Bank Bill Swap Rate, a key benchmark and reference interest rate in the Australian financial system. As part of the undertaking, CBA agreed to pay A$15 million to be applied to the benefit of the community and A$5 million towards ASIC's investigation and legal costs.",https://asic.gov.au/about-asic/news-centre/find-a-media-release/2018-releases/18-210mr-asic-accepts-court-enforceable-undertaking-from-cba/
VTG24-67977,AU,Medtronic Australasia Pty Ltd,medical equipment and supplies,safety-related offenses,drug or medical equipment safety violation,2024-09-19,14893208,Therapeutic Goods Administration,"The Federal Court of Australia ordered Medtronic Australasia Pty Ltd to pay A$22 million in penalties for unlawfully supplying 16,267 units of the Infuse Bone Graft Kit between 1 September 2015 and 31 January 2020.",https://www.tga.gov.au/news/media-releases/medtronic-australasia-pty-ltd-ordered-pay-22-million-largest-ever-penalty-unlawful-supply-therapeutic-goods
VTG24-67710,AU,Westpac Banking Corporation,financial services,financial offenses,banking violation,2022-04-20,14743840,Australian Securities and Investments Commission,"Westpac allowed approximately 21,000 deregistered company accounts, holding approximately $120 million in funds, to remain open and continued to charge fees on those accounts. Westpac allowed funds to be withdrawn from these accounts that should have been remitted to ASIC or the Commonwealth. Justice Beach found that Westpac knew its systems were inadequate, did not fix those systems in a timely fashion and benefitted from its own conduct.",https://download.asic.gov.au/media/ntxbvthm/orders-westpac-deregistered-company-accounts.pdf
VTG24-67614,AU,Uber Taxi,miscellaneous services,consumer-protection-related offenses,consumer protection violation,2022-12-07,14079786,Australian Competition and Consumer Commission,"The Federal Court ordered ridesharing platform Uber to pay a penalty of $21 million after Uber admitted it had engaged in misleading or deceptive conduct and made false or misleading representations to consumers in its app and on its website, in proceedings brought by the ACCC. Uber admitted it breached the Australian Consumer Law by engaging in misleading conduct and making false or misleading representations in relation to cancellation messages and the price of Uber Taxi rides.",https://www.accc.gov.au/media-release/uber-to-pay-21m-for-misleading-representations-about-uber-taxi-fares-and-cancellation-fees
VTG24-67652,AU,Colgate-Palmolive Pty Ltd,household and personal care products,competition-related offenses,anti-competitive practices,2016-04-28,13742820,Australian Competition and Consumer Commission,"The Federal Court has made orders that Colgate-Palmolive Pty Ltd pay total penalties of $18 million for contraventions of the Trade Practices Act 1974 (now called the Competition and Consumer Act 2010), following admissions by Colgate in proceedings brought by the Australian Competition and Consumer Commission. Colgate admitted to entering understandings which limited the supply, and controlled the price, of laundry detergents, and agreed with the ACCC to joint submissions on penalty being put to the court.",https://www.accc.gov.au/media-release/colgate-ordered-to-pay-18-million-penalty-in-laundry-detergent-cartel-proceedings
VTG24-67744,AU,Suncorp,financial services,financial offenses,insurance violation,2018-01-17,13687003,Australian Securities and Investments Commission,"Suncorp agreed to refund 41,428 add-on insurance customers A$17.2 million for insurance bought through car dealerships that provided little or no value to consumers. The insurance was provided by MTA Insurance, owned by Suncorp.",https://asic.gov.au/about-asic/news-centre/find-a-media-release/2018-releases/18-009mr-suncorp-refunds-17-2-million-in-add-on-insurance-premiums#!page=144&type=media%20releases
VTG24-67610,AU,Facebook Israel and Onavo Inc,information technology,consumer-protection-related offenses,privacy violation,2023-07-26,13543260,Australian Competition and Consumer Commission,"The Federal Court declared that the two companies engaged in conduct liable to mislead the public in promotions for the Onavo Protect app, by failing to adequately disclose that users' data would be used for purposes.",https://www.accc.gov.au/media-release/20m-penalty-for-meta-companies-for-conduct-liable-to-mislead-consumers-about-use-of-their-data
VTG24-67714,AU,National Australia Bank Limited,financial services,financial offenses,banking violation,2021-08-26,13426893,Australian Securities and Investments Commission,The Federal Court ordered National Australia Bank Limited (NAB) to pay an A$18.5 million penalty for failures relating to misleading fee disclosure statements.,https://asic.gov.au/about-asic/news-centre/find-a-media-release/2021-releases/21-226mr-nab-to-pay-18-5-million-penalty-for-fee-disclosure-statement-failures#!page=56&type=media%20releases
VTG24-84023,AU,RAMS Financial Group Pty Ltd,financial services,financial offenses,banking violation,2025-10-24,13006920,Australian Securities and Investments Commission,The Federal Court ordered RAMS Financial Group to pay a A$20 million penalty after it admitted to widespread compliance failures in relation to arranging home loans.,https://www.asic.gov.au/about-asic/news-centre/find-a-media-release/2025-releases/25-248mr-rams-penalised-20-million-for-widespread-compliance-failings-regarding-home-loans/
VTG24-67756,AU,QBE Insurance (Australia) Ltd,financial services,financial offenses,insurance violation,2017-08-02,12706215,Australian Securities and Investments Commission,"QBE Insurance (Australia) Ltd (QBE) agreed to refund more than 35,000 add-on insurance customers up to A$15.9 million they paid for insurance bought through car dealerships where the insurance provided little or no benefit.",https://asic.gov.au/about-asic/news-centre/find-a-media-release/2017-releases/17-258mr-qbe-refunds-15-9-million-in-add-on-insurance-premiums#!page=158&type=media%20releases
VTG24-67656,AU,Visa Worldwide Pte Ltd,financial services,competition-related offenses,anti-competitive practices,2015-09-04,12636720,Australian Competition and Consumer Commission,"The Federal Court ordered Visa Worldwide Pte Ltd to pay a pecuniary penalty of $18 million for engaging in anti-competitive conduct relating to currency conversion services, in proceedings brought by the Australian Competition and Consumer Commission.",https://www.accc.gov.au/media-release/visa-ordered-to-pay-18-million-penalty-for-anti-competitive-conduct-following-accc-action
VTG24-83691,AU,Telstra,telecommunications,consumer-protection-related offenses,unfair commercial practices,2025-10-03,11887992,Australian Competition and Consumer Commission,"Telstra was ordered by the Federal Court to pay a penalty of A$18 million for breaching the Australian Consumer Law after it moved almost 9,000 Belong customers to a lower speed plan without telling them.",https://www.accc.gov.au/media-release/telstra-fined-18-million-for-misleading-belong-customers-over-broadband-speed-claims
VTG24-67674,AU,Cathay Pacific Airways Ltd,airlines,competition-related offenses,anti-competitive practices,2012-12-07,11787413,Australian Competition and Consumer Commission,The Federal Court ordered Cathay Pacific Airways Ltd to pay $11.25 million in penalties for engaging in cartel conduct in breach of the Trade Practices Act 1974 (now the Competition and Consumer Act 2010).,https://www.accc.gov.au/media-release/cathay-pacific-and-singapore-airlines-to-pay-23-million-in-penalties-for-price-fixing
